STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,PUB_FIPS,CNTYFIPS,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CENTRACT,CENBLOCK,CDCODE,MAT_CENT
FL,FL0020,008,FL0020-008,ESTATES BRANCH LIBRARY,"1266 GOLDEN GATE BLVD., W",NAPLES,34120,2197,COLLIER,2394558088,BR,CC,11182, 0,0, 0,12,021,2008,00,00,00,-81.632364,26.229414,12,021,00000,104.1399994,2006,25,0
FL,FL0020,009,FL0020-009,EVERGLADES CITY BRANCH LIBRARY,EVERGLADES CITY HALL,EVERGLADES CITY,34139,0248,COLLIER,2396952511,BR,NC,1000, 0,0, 0,12,021,2008,00,00,00,-81.382951,25.857401,12,021,21425,111.0199966,2010,25,X
FL,FL0020,010,FL0020-010,NAPLES BRANCH LIBRARY,650 CENTRAL AVENUE,NAPLES,34102,6027,COLLIER,2392618201,BR,NC,35800, 0,0, 0,12,021,2008,00,00,00,-81.798717,26.146979,12,021,47625,1,2002,14,0
FL,FL0021,002,FL0021-002,COLUMBIA COUNTY PUBLIC LIBRARY,308 N.W. COLUMBIA AVE.,LAKE CITY,32055,2891,COLUMBIA,3867581018,CE,NO,15400, 0,0, 0,12,023,2008,00,00,00,-82.637973,30.191489,12,023,37775,9905,1035,04,0
FL,FL0021,003,FL0021-003,FORT WHITE BRANCH LIBRARY,118 S.W. WILSON SPRINGS ROAD,FORT WHITE,32038,9701,COLUMBIA,3864971108,BR,NO,2300, 0,0, 0,12,023,2008,00,00,00,-82.636021,29.915468,12,023,00000,9909,4010,04,X
FL,FL0021,005,FL0021-005,WEST BRANCH LIBRARY,435 N.W. HALL OF FAME DRIVE,LAKE CITY,32055,M,COLUMBIA,3867581321,BR,CC,7000, 0,0, 0,12,023,2008,00,00,00,-82.694531,30.181539,12,023,37775,9902,2035,04,0
FL,FL0022,002,FL0022-002,BROCKWAY MEMORIAL LIBRARY,10021 NORTHEAST SECOND AVENUE,MIAMI SHORES,33138,2304,MIAMI-DADE,3057588107,CE,NC,11000, 0,0, 0,12,086,2008,00,00,00,-80.193576,25.867277,12,086,45175,11.03999996,2004,17,0
FL,FL0023,002,FL0023-002,JOHN F. KENNEDY LIBRARY,190 WEST 49 STREET,HIALEAH,33012,3798,MIAMI-DADE,3058212700,CE,CC,27830, 0,0, 0,12,086,2008,00,00,00,-80.286737,25.866692,12,086,30000,6.03000021,3000,21,0
FL,FL0023,003,FL0023-003,LUA A. CURTISS BRANCH LIBRARY,501 EAST FOURTH AVENUE,HIALEAH,33010,4893,MIAMI-DADE,3058836950,BR,CC,1958, 0,0, 0,12,086,2008,00,00,00,-80.273439,25.826653,12,086,30000,16.01000023,3005,21,0
FL,FL0023,004,FL0023-004,NORTH HIALEAH E-LIBRARY,7400 WEST 10TH AVENUE,HIALEAH,33014,4786,MIAMI-DADE,3058164470,BR,CC,1617, 0,0, 0,12,086,2008,00,00,00,-80.303814,25.889847,12,086,30000,93.08000183,4001,21,0
FL,FL0023,005,FL0023-005,WEST HIALEAH E-LIBRARY,7400 W. 24TH AVENUE,HIALEAH,33016,6573,MIAMI-DADE,3056983616,BR,CC,567, 0,0, 0,12,086,2008,00,00,00,-80.331911,25.889158,12,086,30000,101.3600006,1038,21,0
FL,FL0023,007,FL0023-007,WILDE E-LIBRARY,5405 WEST 18TH AVE.,HIALEAH,33012,6926,MIAMI-DADE,3058189766,BR,CC,141, 0,0, 0,12,086,2008,00,00,00,-80.319056,25.872048,12,086,30000,93.09999847,3012,21,0
FL,FL0024,002,FL0024-002,NORTH MIAMI BEACH PUBLIC LIBRARY,1601 NORTHEAST 164 STREET,NORTH MIAMI BEACH,33162,4099,MIAMI-DADE,3059482970,CE,NC,23365, 0,0, 0,12,086,2008,00,00,00,-80.168006,25.926919,12,086,49475,2.029999971,2003,17,0
FL,FL0025,002,FL0025-002,MIAMI-DADE PUBLIC LIBRARY SYSTEM,101 WEST FLAGLER STREET,MIAMI,33130,1523,MIAMI-DADE,3053752665,CE,CC,200000, 0,0, 0,12,086,2008,00,00,00,-80.196433,25.774071,12,086,45000,36.00999832,3029,18,0
FL,FL0025,003,FL0025-003,ALLAPATTAH BRANCH LIBRARY,1799 NW 35TH STREET,MIAMI,33142,5421,MIAMI-DADE,3056386086,BR,CC,5415, 0,0, 0,12,086,2008,00,00,00,-80.225773,25.808584,12,086,45000,24.01000023,1014,18,0
FL,FL0025,004,FL0025-004,COCONUT GROVE BRANCH,2875 MCFARLANE ROAD,MIAMI,33133,6008,MIAMI-DADE,3054428695,BR,CC,6394, 0,0, 0,12,086,2008,00,00,00,-80.241015,25.726961,12,086,45000,71,2011,18,0
FL,FL0025,005,FL0025-005,CORAL GABLES BRANCH,3443 SEGOVIA STREET,CORAL GABLES,33134,7099,MIAMI-DADE,3054428706,BR,NC,28446, 0,0, 0,12,086,2008,00,00,00,-80.266313,25.739703,12,086,14250,74,1027,18,0
FL,FL0025,006,FL0025-006,CORAL REEF BRANCH LIBRARY,9211 CORAL REEF,MIAMI,33157,1772,MIAMI-DADE,3052338325,BR,CC,16000, 0,0, 0,12,086,2008,00,00,00,-80.341953,25.628939,12,086,36100,83.05000305,2030,21,0
FL,FL0025,007,FL0025-007,KEY BISCAYNE BRANCH,299 CRANDON BLVD,MIAMI,33149,1503,MIAMI-DADE,3053616134,BR,CC,6000, 0,0, 0,12,086,2008,00,00,00,-80.162898,25.696064,12,086,36300,46.00999832,1000,18,0
FL,FL0025,008,FL0025-008,LEMON CITY BRANCH,430 NE 61ST STREET,MIAMI,33137,2221,MIAMI-DADE,3057570662,BR,CC,6393, 0,0, 0,12,086,2008,00,00,00,-80.187231,25.832561,12,086,45000,21,4001,17,0
FL,FL0025,010,FL0025-010,LITTLE RIVER BRANCH,160 NE 79TH STREET,MIAMI,33138,4890,MIAMI-DADE,3057518589,BR,CC,6584, 0,0, 0,12,086,2008,00,00,00,-80.193793,25.847521,12,086,45000,14.02000046,3000,17,0
FL,FL0025,011,FL0025-011,FAIRLAWN BRANCH LIBRARY,6869 SW 8TH STREET,MIAMI,33144,4742,MIAMI-DADE,3052611571,BR,CC,3969, 0,0, 0,12,086,2008,00,00,00,-80.307027,25.763015,12,086,45000,58.02000046,4021,18,0
FL,FL0025,012,FL0025-012,MIAMI BEACH REGIONAL LIBRARY,227 22ND ST.,MIAMI BEACH,33139,1794,MIAMI-DADE,3055354219,BR,NC,27000, 0,0, 0,12,086,2008,00,00,00,-80.128505,25.797634,12,086,45025,42.02000046,1004,18,0
FL,FL0025,013,YL0025-013,HISPANIC BRANCH LIBRARY,2190 WEST FLAGLER STREET,MIAMI,33135,1639,MIAMI-DADE,3055419444,BR,CC,5600, 0,0, 0,12,086,2008,00,00,00,-80.230682,25.772583,12,086,45000,54.02000046,4003,18,0
FL,FL0025,014,FL0025-014,MIAMI LAKES LIBRARY,6699 WINDMILL GATE ROAD,MIAMI LAKES,33014,6074,MIAMI-DADE,3058226521,BR,NC,11000, 0,0, 0,12,086,2008,00,00,00,-80.309126,25.92304,12,086,45100,93.04000092,2001,21,0
FL,FL0025,015,YL0025-015,KENDALL BRANCH LIBRARY,9101 SW 97TH AVE.,MIAMI,33176,1985,MIAMI-DADE,3052790521,BR,CC,14000, 0,0, 0,12,086,2008,00,00,00,-80.350782,25.685584,12,086,36100,84.05000305,1005,21,0
FL,FL0025,016,FL0025-016,EDISON CENTER BRANCH LIBRARY,531 NW 62ND STREET,MIAMI,33150,4327,MIAMI-DADE,3057578687,BR,CC,6645, 0,0, 0,12,086,2008,00,00,00,-80.205347,25.832461,12,086,45000,20.01000023,4005,17,0
FL,FL0025,018,FL0025-018,HOMESTEAD BRANCH LIBRARY,700 NORTH HOMESTEAD BLVD.,HOMESTEAD,33030,6212,MIAMI-DADE,3052460168,BR,NC,16000, 0,0, 0,12,086,2008,00,00,00,-80.466552,25.475002,12,086,32275,111,5001,25,0
FL,FL0025,019,FL0025-019,CULMER/OVERTOWN BRANCH,350 NW 13TH STREET,MIAMI,33136,2598,MIAMI-DADE,3055795322,BR,CC,4500, 0,0, 0,12,086,2008,00,00,00,-80.200789,25.786715,12,086,45000,34,4000,17,0
FL,FL0025,020,FL0025-020,MIAMI SPRINGS BRANCH,401 WESTWARD DR.,MIAMI SPRINGS,33166,5155,MIAMI-DADE,3058842575,BR,NC,3480, 0,0, 0,12,086,2008,00,00,00,-80.28743,25.820865,12,086,45200,47.00999832,2022,21,0
FL,FL0025,021,FL0025-021,MODEL CITY BRANCH,2211 NW 54TH STREET,MIAMI,33142,3007,MIAMI-DADE,3056386978,BR,CC,11644, 0,0, 0,12,086,2008,00,00,00,-80.234638,25.824124,12,086,09000,18.01000023,3000,17,0
FL,FL0025,022,FL0025-022,NORTH DADE REGIONAL,2455 NW 183RD STREET,MIAMI,33056,3056,MIAMI-DADE,3056256424,BR,CC,50000, 0,0, 0,12,086,2008,00,00,00,-80.243094,25.941088,12,086,64587,99.02999878,9001,17,0
FL,FL0025,023,FL0025-023,NORTH SHORE BRANCH,7501 COLLINS AVE,MIAMI BEACH,33141,2107,MIAMI-DADE,3058645392,BR,NC,3900, 0,0, 0,12,086,2008,00,00,00,-80.121008,25.86077,12,086,45025,39.00999832,1029,.,0
FL,FL0025,024,FL0025-024,NORTHEAST BRANCH,2930 AVENTURA BLVD.,MIAMI,33180,3199,MIAMI-DADE,3059315512,BR,CC,23000, 0,0, 0,12,086,2008,00,00,00,-80.142708,25.961039,12,086,02681,1.110000014,1025,20,0
FL,FL0025,025,FL0025-025,SHENANDOAH BRANCH,2111 SW 19TH STREET,MIAMI,33145,2129,MIAMI-DADE,3058545286,BR,CC,6645, 0,0, 0,12,086,2008,00,00,00,-80.228555,25.754419,12,086,45000,65,4013,18,0
FL,FL0025,026,FL0025-026,SOUTH DADE REGIONAL,10750 SW 211 STREET,MIAMI,33189,2898,MIAMI-DADE,3052338140,BR,CC,51800, 0,0, 0,12,086,2008,00,00,00,-80.36545,25.572111,12,086,15975,106.0699997,3040,.,0
FL,FL0025,027,FL0025-027,SOUTH MIAMI BRANCH,6000 SUNSET DR.,SOUTH MIAMI,33143,5004,MIAMI-DADE,3056676121,BR,NC,11500, 0,0, 0,12,086,2008,00,00,00,-80.291665,25.704205,12,086,67550,76.04000092,1005,18,0
FL,FL0025,028,FL0025-028,SOUTH SHORE BRANCH,225 WASHINGTON AVE.,MIAMI BEACH,33139,7115,MIAMI-DADE,3055354223,BR,NC,1800, 0,0, 0,12,086,2008,00,00,00,-80.134742,25.771475,12,086,45025,45,1004,18,0
FL,FL0025,029,FL0025-029,WEST DADE REGIONAL,9445 CORAL WAY,MIAMI,33165,8199,MIAMI-DADE,3055531134,BR,CC,52600, 0,0, 0,12,086,2008,00,00,00,-80.347826,25.747383,12,086,76075,89.01999664,3004,18,0
FL,FL0025,031,FL0025-031,WEST FLAGLER BRANCH,5050 WEST FLAGLER STREET,MIAMI,33134,1299,MIAMI-DADE,3054428710,BR,CC,4927, 0,0, 0,12,086,2008,00,00,00,-80.277407,25.77121,12,086,45000,58.00999832,2001,18,0
FL,FL0025,032,FL0025-032,NORTH CENTRAL BRANCH,9590 N.W. 27 AVENUE,MIAMI,33147,2458,MIAMI-DADE,3056934541,BR,CC,4980, 0,0, 0,12,086,2008,00,00,00,-80.242408,25.861858,12,086,76487,9.020000458,2000,17,0
FL,FL0025,033,FL0025-033,WEST KENDALL REGIONAL,10201 HAMMOCKS BLVD,MIAMI,33196,3779,MIAMI-DADE,3053857135,BR,CC,38920, 0,0, 0,12,086,2008,00,00,00,-80.444085,25.672777,12,086,71569,101.6600037,3011,25,0
FL,FL0025,034,FL0025-034,CIVIC CENTER STATION BRANCH LIBRARY,1501 N.W. 12TH AVE.,MIAMI,33136,1523,MIAMI-DADE,3053240291,BR,CC,144, 0,0, 0,12,086,2008,00,00,00,-80.214912,25.788786,12,086,45000,30.01000023,1016,18,0
FL,FL0025,036,FL0025-036,MOBILE LIBRARY SERVICES,9445 CORAL WAY,MIAMI,33165,1523,MIAMI-DADE,3054801729,BS,CC,-3, 0,2, 0,12,086,2008,00,00,00,0,0,00,000,00000,0,0,.,.
FL,FL0025,037,FL0025-037,CONCORD BRANCH LIBRARY,3882 S.W. 112 AVE.,MIAMI,33165,M,MIAMI-DADE,3054428695,BR,CC,-1,20,0, 0,12,086,2008,00,00,00,-80.375724,25.732907,12,086,73287,88.02999878,2013,21,0
FL,FL0025,038,FL0025-038,COUNTRY WALK BRANCH LIBRARY,15433 S.W. 137TH AVE.,MIAMI,33177,M,MIAMI-DADE,7862934577,BR,CC,1000, 0,0, 0,12,086,2008,00,00,00,-80.414398,25.624434,12,086,00000,101.1399994,1100,25,0
FL,FL0025,039,FL0025-039,HIALEAH GARDENS BRANCH LIBRARY,11300 N.W. 87TH COURT,HIALEAH GARDENS,33018,M,MIAMI-DADE,3058208520,BR,NC,1300, 0,0, 0,12,086,2008,00,00,00,-80.339731,25.876104,12,086,30025,101.3700027,1045,.,0
FL,FL0025,040,FL0025-040,LAKES OF THE MEADOW BRANCH LIBRARY,4284 S.W. 152ND AVE,MIAMI,33185,M,MIAMI-DADE,3052222149,BR,CC,-1,20,0, 0,12,086,2008,00,00,00,-80.439367,25.725915,12,086,36121,101.5299988,1011,25,0
FL,FL0025,041,FL0025-041,NARANJA BRANCH LIBRARY,27056-60 S. DIXIE HIGHWAY,MIAMI,33032,M,MIAMI-DADE,3052427935,BR,CC,3200, 0,0, 0,12,086,2008,00,00,00,-80.256979,25.730125,12,086,14250,72,4002,18,0
FL,FL0025,042,FL0025-042,TAMIAMI BRANCH LIBRARY,13250-52 S.W. EIGHTH ST.,MIAMI,33182,M,MIAMI-DADE,3052234758,BR,CC,1950, 0,0, 0,12,086,2008,00,00,00,-80.194391,25.766367,12,086,45000,67.01999664,1009,18,0
FL,FL0025,043,FL0025-043,DORAL BRANCH LIBRARY,10785 N.W. 58 ST.,MIAMI,33178,2801,MIAMI-DADE,3057169598,BR,CC,2975, 0,0, 0,12,086,2008,00,00,00,-80.371905,25.826173,12,086,17935,90.08999634,1008,25,0
FL,FL0025,044,FL0025-044,PALM SPRINGS NORTH BRANCH LIBRARY,17601 N.W. 78 AVE.,MIAMI,33015,3630,MIAMI-DADE,3058208564,BR,CC,3500, 0,0, 0,12,086,2008,00,00,00,-80.327058,25.932747,12,086,54500,101.3199997,2028,25,0
FL,FL0025,045,FL0025-045,SUNNY ISLES BEACH BRANCH LIBRARY,18070 COLLINS AVE.,SUNNY ISLES BEACH,33160,2723,MIAMI-DADE,3056820762,BR,NC,7500, 0,0, 0,12,086,2008,00,00,00,-80.121318,25.942756,12,086,69550,1.149999976,4005,20,0
FL,FL0025,046,FL0025-046,CALIFORNIA CLUB BRANCH LIBRARY,850 IVES DAIRY ROAD,MIAMI,33179,2450,MIAMI-DADE,3057703155,BR,CC,12225, 0,0, 0,12,086,2008,00,00,00,-80.186787,25.961979,12,086,34400,98.01999664,1000,17,0
FL,FL0025,047,FL0025-047,OPA-LOCKA BRANCH LIBRARY,780 FISHERMAN STREET SUITE 10,OPA-LOCKA,33054,3806,MIAMI-DADE,3056881134,BR,NC,12225, 0,0, 0,12,086,2008,00,00,00,-80.251321,25.902236,12,086,51650,5.019999981,3034,17,0
FL,FL0025,048,FL0025-048,GOLDEN GLADES BRANCH LIBRARY,100 NE 166 ST.,MIAMI SHORES,33162,3424,MIAMI-DADE,3057871544,BR,CC,7500, 0,0, 0,12,086,2008,02,00,00,-80.198088,25.927242,12,086,26375,3.00999999,4007,17,0
FL,FL0029,002,FL0029-002,FLAGLER COUNTY PUBLIC LIBRARY,2500 PALM COAST PARKWAY NW,PALM COAST,32137,4731,FLAGLER,9044466763,CE,NO,30000, 0,0, 0,12,035,2008,00,00,00,-81.237423,29.553354,12,035,54200,602.0100098,1130,07,0
FL,FL0029,004,FL0029-004,BUNNELL BRANCH,103 E MOODY BLVD,BUNNELL,32110,5901,FLAGLER,3864377390,BR,NO,3000, 0,0, 0,12,035,2008,00,00,00,-81.257637,29.465857,12,035,09550,602.0200195,3176,07,0
FL,FL0030,002,FL0030-002,GADSDEN COUNTY PUBLIC LIBRARY,341 EAST JEFFERSON STREET,QUINCY,32351,2530,GADSDEN,9046277106,CE,NC,8765, 0,0, 0,12,039,2008,00,00,00,-84.571467,30.588042,12,039,59325,207.0200043,1012,02,0
FL,FL0030,003,FL0030-003,CHATTAHOOCHEE PUBLIC LIBRARY,715 MAIN STREET,CHATTAHOOCHEE,32324,1825,GADSDEN,8506632707,BR,NC,3686, 0,0, 0,12,039,2008,00,00,00,-84.840833,30.691848,12,039,11800,204,3045,02,4
FL,FL0030,004,FL0030-004,HAVANA PUBLIC LIBRARY,116 EAST 7TH AVENUE,HAVANA,32333,1620,GADSDEN,8505395579,BR,NC,5000, 0,0, 0,12,039,2008,00,00,00,-84.414816,30.625726,12,039,29150,201.0200043,3043,02,0
FL,FL0030,005,FL0030-005,BOOKMOBILE,341 E JEFFERSON ST.,QUINCY,32351,2530,GADSDEN,8506277106,BS,CC,-3, 0,1, 0,12,039,2008,00,00,00,0,0,00,000,00000,0,0,.,.
FL,FL0032,002,FL0032-002,CLEWISTON PUBLIC LIBRARY,120 WEST OSCEOLA AVENUE,CLEWISTON,33440,2999,HENDRY,8639839245,CE,NO,14300, 0,0, 0,12,051,2008,00,00,00,-80.933869,26.755801,12,051,13000,1,2025,16,0
FL,FL0032,003,FL0032-003,LABELLE FREE PUBLIC LIBRARY,461 NORTH MAIN STREET,LABELLE,33935,4610,HENDRY,9416750833,BR,NO,4500, 0,0, 0,12,051,2008,00,00,00,-81.438498,26.768111,12,051,37225,4,4005,16,0
FL,FL0032,004,FL0032-004,HARLEM COMMUNITY LIBRARY,1010 J HARLEM ACADEMY AVE,CLEWISTON,33440,9999,HENDRY,8639023322,BR,NO,3211, 0,0, 0,12,051,2008,00,00,00,-80.946976,26.750934,12,051,13000,1,4025,23,2
FL,FL0035,002,FL0035-002,JOHN F GERMANY PUBLIC LIBRARY,900 NORTH ASHLEY STREET,TAMPA,33602,3788,HILLSBOROUGH,8132733652,CE,CC,145060, 0,0, 0,12,057,2008,00,00,00,-82.461447,27.950832,12,057,71000,51.00999832,6007,11,0
FL,FL0035,003,FL0035-003,BRANDON REGIONAL LIBRARY,619 VONDERBURG DRIVE,BRANDON,33511,5972,HILLSBOROUGH,8137445630,BR,NC,20000, 0,0, 0,12,057,2008,00,00,00,-82.287523,27.929442,12,057,08150,133.1100006,1006,12,0
FL,FL0035,004,FL0035-004,COLLEGE HILL BRANCH LIBRARY,2607 E MARTIN L. KING JR. BLVD,TAMPA,33605,7770,HILLSBOROUGH,8132733681,BR,CC,8000, 0,0, 0,12,057,2008,00,00,00,-82.430064,27.98138,12,057,71000,34,3001,11,0
FL,FL0035,006,FL0035-006,SEFFNER/MANGO BRANCH LIBRARY,11724 EAST ML KING JR. BLVD,SEFFNER,33584,4923,HILLSBOROUGH,8132762606,BR,NC,5340, 0,0, 0,12,057,2008,00,00,00,-82.300615,27.981651,12,057,42850,121.0500031,3037,12,4
FL,FL0035,007,FL0035-007,LUTZ BRANCH LIBRARY,101 LUTZ-LAKE FERN RD. W,LUTZ,33549,4201,HILLSBOROUGH,8132643800,BR,NC,7000, 0,0, 0,12,057,2008,00,00,00,-82.462191,28.150951,12,057,41775,111.0299988,1011,09,0
FL,FL0035,008,FL0035-008,NORTH TAMPA BRANCH LIBRARY,8916 NORTH BLVD.,TAMPA,33604,6248,HILLSBOROUGH,8139752111,BR,CC,10500, 0,0, 0,12,057,2008,00,00,00,-82.443449,28.005167,12,057,71000,17,3017,11,4
FL,FL0035,009,FL0035-009,EGYPT LAKE PARTNERSHIP LIBRARY,3403 WEST LAMBRIGHT STREET,TAMPA,33614,4618,HILLSBOROUGH,8135545106,BR,CC,7550, 0,0, 0,12,057,2008,00,00,00,-82.497163,28.007123,12,057,20108,119.0199966,5013,11,0
FL,FL0035,010,FL0035-010,CHARLES J. FENDIG PUBLIC LIBRARY,3909 W NEPTUNE STREET,TAMPA,33629,5815,HILLSBOROUGH,8132733680,BR,CC,12000, 0,0, 0,12,057,2008,00,00,00,-82.508234,27.930247,12,057,71000,58,2026,11,0
FL,FL0035,012,FL0035-012,WEST TAMPA BRANCH LIBRARY,2312 W. UNION ST.,TAMPA,33607,3340,HILLSBOROUGH,8132733674,BR,CC,4000, 0,0, 0,12,057,2008,00,00,00,-82.483312,27.957882,12,057,71000,44,2012,11,0
FL,FL0035,014,FL0035-014,RIVERVIEW BRANCH LIBRARY,10509 RIVERVIEW DRIVE,RIVERVIEW,33569,4367,HILLSBOROUGH,8136717690,BR,NC,8000, 0,0, 0,12,057,2008,00,00,00,-82.329667,27.871682,12,057,60950,137.0099945,2000,12,0
FL,FL0035,015,FL0035-015,SEMINOLE HEIGHTS BRANCH LIBRARY,4711 CENTRAL AVE.,TAMPA,33603,3934,HILLSBOROUGH,8132733669,BR,CC,6000, 0,0, 0,12,057,2008,00,00,00,-82.455249,27.988383,12,057,71000,22,2002,11,0
FL,FL0035,018,FL0035-018,THONOTOSASSA BRANCH LIBRARY,10715 MAIN ST.,THONOTOSASSA,33592,2831,HILLSBOROUGH,8139876215,BR,NC,8000, 0,0, 0,12,057,2008,00,00,00,-82.295628,28.057955,12,057,71725,103.0299988,4000,12,0
FL,FL0035,019,FL0035-019,WEST GATE REGIONAL LIBRARY,7606 PAULA DR.,TAMPA,33615,4115,HILLSBOROUGH,8135545031,BR,CC,15000, 0,0, 0,12,057,2008,00,00,00,-82.565797,27.9992,12,057,72145,116.1299973,4015,11,0
FL,FL0035,020,FL0035-020,PORT TAMPA CITY LIBRARY,4902 W COMMERCE ST,TAMPA,33616,1852,HILLSBOROUGH,8133017001,BR,CC,5700, 0,0, 0,12,057,2008,00,00,00,-82.528002,27.864225,12,057,71000,72,3008,11,0
FL,FL0035,021,FL0035-021,TAMPA-HILLSBOROUGH COUNTY PUBLIC LIBRARY SYS,900 NORTH ASHLEY STREET,TAMPA,33602,3788,HILLSBOROUGH,8132733660,BS,CC,-3, 0,2, 0,12,057,2008,00,00,00,0,0,00,000,00000,0,0,.,.
FL,FL0035,022,FL0035-022,RUSKIN BRANCH LIBRARY,ONE DICKMAN DR. SE,RUSKIN,33570,4314,HILLSBOROUGH,8136717638,BR,NC,7400, 0,0, 0,12,057,2008,00,00,00,-82.433816,27.718556,12,057,62275,141.0800018,1019,12,0
FL,FL0035,024,FL0035-024,AUSTIN DAVIS LIBRARY,17808 WAYNE ROAD,ODESSA,33556,4720,HILLSBOROUGH,8132643825,BR,NC,10325, 0,0, 0,12,057,2008,00,00,00,-82.578274,28.136173,12,057,36462,115.0400009,3003,09,0
FL,FL0035,025,FL0035-025,SCIENCE LIBRARY AT MOSI/MUSEUM OF SCIENCE AND,4801 E FOWLER AVENUE,TAMPA,33617,2099,HILLSBOROUGH,8139876378,BR,CC,4000, 0,0, 0,12,057,2008,00,00,00,-82.404576,28.054322,12,057,71000,1,9002,11,0
FL,FL0035,026,FL0035-026,78TH STREET COMMUNITY LIBRARY,7625 PALM RIVER ROAD,TAMPA,33619,4131,HILLSBOROUGH,8136129123,BR,CC,8000, 0,0, 0,12,057,2008,00,00,00,-82.370316,27.941099,12,057,54387,135.0299988,4000,11,0
FL,FL0035,027,FL0035-027,NEW TAMPA REGIONAL LIBRARY,10001 CROSS CREEK BLVD,TAMPA,33647,1000,HILLSBOROUGH,8139032280,BR,CC,25000, 0,0, 0,12,057,2008,00,00,00,-82.328842,28.141993,12,057,00000,102.0699997,2000,09,0
FL,FL0035,029,FL0138,TEMPLE TERRACE LIBRARY,202 BULLARD PKWY,TEMPLE TERRACE,33617,5512,HILLSBOROUGH,8139897160,BR,NC,20000, 0,0, 0,12,057,2008,00,00,00,-82.391455,28.032578,12,057,71400,107.0199966,1040,11,0
FL,FL0035,030,FL0137,BRUTON MEMORIAL LIBRARY,302 MCLENDON STREET,PLANT CITY,33566,3212,HILLSBOROUGH,8137579215,BR,NO,20000, 0,0, 0,12,057,2008,00,00,00,-82.125716,28.018235,12,057,57550,127.0199966,2032,09,0
FL,FL0035,031,FL0035-031,JAN K. PLATT REGIONAL LIBRARY,3910 S. MANHATTAN AVENUE,TAMPA,33611,1214,HILLSBOROUGH,8132726000,BR,CC,25000, 0,0, 0,12,057,2008,00,00,00,-82.517983,27.907481,12,057,71000,66,3002,11,0
FL,FL0035,032,FL0035-032,JIMMIE B. KEEL REGIONAL LIBRARY,2902 W. BEARSS AVENUE,TAMPA,33618,1828,HILLSBOROUGH,8132643831,BR,CC,25000, 0,0, 0,12,057,2008,00,00,00,-82.493076,28.087109,12,057,38350,113.0100021,2000,09,0
FL,FL0035,033,FL0035-033,"ROBERT W. SAUNDERS, SR. PUBLIC LIBRARY",1505 NEBRASKA AVE.,TAMPA,33602,2899,HILLSBOROUGH,8132725747,BR,CC,7300, 0,0, 0,12,057,2008,00,00,00,-82.451192,27.957845,12,057,71000,39,2020,11,0
FL,FL0035,039,FL0035-039,BLOOMINGDALE REGIONAL PUBLIC LIBRARY,1906 BLOOMINGDALE AVENUE,VALRICO,33594,6204,HILLSBOROUGH,8136351644,BR,NC,15000, 0,0, 0,12,057,2008,00,00,00,-82.253012,27.893751,12,057,08150,133.0500031,2004,09,0
FL,FL0035,040,FL0035-040,UPPER TAMPA BAY REGIONAL PUBLIC LIBRARY,11211 COUNTRYWAY BOULEVARD,TAMPA,33626,2624,HILLSBOROUGH,8139642966,BR,CC,15000, 0,0, 0,12,057,2008,00,00,00,-82.623687,28.061558,12,057,76062,115.0599976,2010,09,0
FL,FL0035,044,FL0035-044,SOUTHSHORE REGIONAL PUBLIC LIBRARY,15816 BETH SHIELDS WAY,RUSKIN,33573,4903,HILLSBOROUGH,8136721155,BR,NO,40000, 0,0, 0,12,057,2008,02,00,00,-82.370747,27.736722,12,057,00000,140.0399933,1001,12,0
FL,FL0036,002,FL0036-002,INDIAN RIVER COUNTY LIBRARY,1600 21ST STREET,VERO BEACH,32960,3461,INDIAN RIVER,7727705060,CE,CC,46922, 0,0, 0,12,061,2008,00,00,00,-80.401585,27.639804,12,061,74150,502,6038,15,0
FL,FL0036,004,FL0036-004,NORTH INDIAN RIVER COUNTY LIBRARY,1001 COUNTY ROAD 512,SEBASTIAN,32958,2958,INDIAN RIVER,7725891355,BR,NC,25215, 0,0, 0,12,061,2008,00,00,00,-80.477557,27.781913,12,061,64825,508.0299988,2019,15,X
FL,FL0036,005,FL0036-005,INDIAN RIVER LAW LIBRARY,2000 16TH STREET SUITE 119,VERO BEACH,32960,3496,INDIAN RIVER,5617705157,BR,CC,3993, 0,0, 0,12,061,2008,00,00,00,-80.406064,27.630882,12,061,74150,501,2015,15,0
FL,FL0036,006,FL0036-006,GIFFORD YOUTH ACTIVITY CENTER LIBRARY,4875 43RD AVENUE,VERO BEACH,32967,6327,INDIAN RIVER,7727941005,BR,CC,1513, 0,0, 0,12,061,2008,00,00,00,-80.429531,27.681797,12,061,25925,503.019989,2008,15,0
FL,FL0039,003,FL0039-003,COOPER MEMORIAL LIBRARY,620 MONTROSE ST.,CLERMONT,32711,2166,LAKE,3523944265,BR,NC,14000, 0,0, 0,12,069,2008,00,00,00,0,0,00,000,00000,0,0,.,.
