STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,WKS_OPEN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,REAPLOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,ADDRTYPE,MSTATUS,SCORE
CA,CA0139,002,Y,M735,SOUTH SAN FRANCISCO MAIN LIBRARY,840 W. ORANGE AVE.,SOUTH SAN FRANCISCO,94080,3125,SAN MATEO,6508293860,CE,24000,R_16,0,2808,52,2017,00,00,00,-122.436278,37.652828,06,081,73262,764797,13,02,6024,3000,0614,41860,0,StreetAddress,E,100
CA,CA0139,003,Y,M735,GRAND AVENUE LIBRARY,306 WALNUT AVE.,SOUTH SAN FRANCISCO,94080,2764,SAN MATEO,6508778530,BR,11060,R_16,0,552,12,2017,00,00,00,-122.414218,37.6562,06,081,73262,764797,13,02,6022,2010,0614,41860,0,StreetAddress,E,100
CA,CA0139,004,Y,M735,COMMUNITY LEARNING CENTER,520 TAMARACK LANE,SOUTH SAN FRANCISCO,94080,2638,SAN MATEO,6508778540,BR,7946,R_16,0,1445,45,2017,00,00,00,-122.418181,37.658542,06,081,73262,764797,13,02,6020,3002,0614,41860,0,StreetAddress,E,100
CA,CA0140,002,Y,M736,MODESTO LIBRARY,1500 I ST.,MODESTO,95354,1120,STANISLAUS,2095587801,CE,62000,R_16,0,2652,52,2017,00,00,00,-120.993962,37.643507,06,099,48354,541560,12,02,18,2035,0610,33700,0,PointAddress,E,100
CA,CA0140,003,Y,M736,CERES LIBRARY,2250 MAGNOLIA,CERES,95307,3209,STANISLAUS,2095378938,BR,4500,R_16,0,2028,52,2017,00,00,00,-120.95513,37.593191,06,099,12524,541560,21,04,26.02,1018,0610,33700,0,StreetAddress,E,90.92
CA,CA0140,004,Y,M736,DENAIR LIBRARY,4801 KERSEY RD.,DENAIR,95316,9350,STANISLAUS,2096341283,BR,2000,R_16,0,1248,52,2017,00,00,00,-120.793867,37.52723,06,099,18856,541560,23,04,36.04,2002,0610,33700,0,StreetAddress,E,100
CA,CA0140,005,Y,M736,EMPIRE LIBRARY,18 S. ABBIE,EMPIRE,95319,M,STANISLAUS,2095245505,BR,2000,R_16,0,1248,52,2017,00,00,00,-121.005988,37.629502,06,099,48354,541560,12,02,22,1027,0610,33700,0,Postal,E,100
CA,CA0140,006,Y,M736,HUGHSON LIBRARY,2412 3RD ST.,HUGHSON,95326,9310,STANISLAUS,2098832293,BR,2100,R_16,0,1248,52,2017,00,00,00,-120.866625,37.596051,06,099,34904,541560,21,04,29.02,3021,0610,33700,0,PointAddress,E,100
CA,CA0140,007,Y,M736,KEYES LIBRARY,4420 MAUD AVE.,KEYES,95328,M,STANISLAUS,2096648006,BR,2000,R_16,0,1872,52,2017,00,00,00,-120.909499,37.553542,06,099,38422,541560,21,04,30.02,3017,0610,33700,0,StreetAddress,E,100
CA,CA0140,008,Y,M736,NEWMAN LIBRARY,1305 KERN ST.,NEWMAN,95360,1603,STANISLAUS,2098622010,BR,2613,R_16,0,1508,52,2017,00,00,00,-121.027608,37.316148,06,099,51140,541560,32,04,35,3020,0610,33700,0,PointAddress,E,100
CA,CA0140,009,Y,M736,OAKDALE LIBRARY,151 S. FIRST AVE.,OAKDALE,95361,3902,STANISLAUS,2098474204,BR,6500,R_16,0,2236,52,2017,00,00,00,-120.848954,37.764588,06,099,52694,541560,21,04,2.02,1002,0610,33700,0,PointAddress,E,100
CA,CA0140,010,Y,M736,PATTERSON LIBRARY,46 N. SALADO,PATTERSON,95363,2514,STANISLAUS,2098926473,BR,4070,R_16,0,1976,52,2017,00,00,00,-121.13129,37.471811,06,099,56112,541560,31,04,32.02,1027,0610,33700,0,StreetAddress,E,90.92
CA,CA0140,011,Y,M736,RIVERBANK LIBRARY,3442 SANTA FE AVE.,RIVERBANK,95367,2319,STANISLAUS,2098697008,BR,3594,R_16,0,1976,52,2017,00,00,00,-120.933376,37.735993,06,099,61068,541560,21,04,3.01,1014,0610,33700,0,StreetAddress,E,90.92
CA,CA0140,012,Y,M736,SALIDA LIBRARY,4835 SISK RD.,SALIDA,95368,9445,STANISLAUS,2095437353,BR,45000,R_16,0,2236,52,2017,00,00,00,-121.077565,37.70849,06,099,64210,541560,21,04,5.01,2039,0610,33700,0,PointAddress,E,100
CA,CA0140,013,Y,M736,TURLOCK LIBRARY,550 MINARET AVE.,TURLOCK,95380,4137,STANISLAUS,2096648100,BR,10000,R_16,0,2444,52,2017,00,00,00,-120.839831,37.497691,06,099,80812,541560,23,04,39.04,2022,0610,33700,0,StreetAddress,T,92.43
CA,CA0140,015,Y,M736,WATERFORD LIBRARY,324 E ST.,WATERFORD,95386,9005,STANISLAUS,2098742191,BR,2170,R_16,0,1976,52,2017,00,00,00,-120.761087,37.641961,06,099,83612,541560,31,04,28.01,2021,0610,33700,0,PointAddress,E,100
CA,CA0141,002,Y,M737,ST. HELENA PUBLIC LIBRARY,1492 LIBRARY LANE,ST. HELENA,94574,1143,NAPA,7079635244,CE,18335,R_16,0,2254,52,2017,00,00,00,-122.469829,38.507517,06,055,64140,142166,31,04,2016.02,4000,0605,34900,0,PointAddress,E,100
CA,CA0142,002,Y,M738,CESAR CHAVEZ CENTRAL LIBRARY,605 N. EL DORADO ST.,STOCKTON,95202,1907,SAN JOAQUIN,2099378221,CE,70000,R_16,0,1789,52,2017,00,00,00,-121.291603,37.959162,06,077,75000,733709,11,01,1,2004,0609,44700,0,PointAddress,E,100
CA,CA0142,003,Y,M738,ESCALON LIBRARY,1540 SECOND ST.,ESCALON,95320,1938,SAN JOAQUIN,8668057323,BR,10200,R_16,0,1557,52,2017,00,00,00,-120.99228,37.794627,06,077,22790,733709,31,03,49.01,3023,0610,44700,0,StreetAddress,E,100
CA,CA0142,005,Y,M738,LINDEN LIBRARY,19059 E. MAIN ST.,LINDEN,95236,9492,SAN JOAQUIN,8668057323,BR,3750,R_16,0,1505,52,2017,00,00,00,-121.080248,38.019228,06,077,41670,733709,41,08,48,1045,0609,44700,0,StreetAddress,E,92.43
CA,CA0142,006,Y,M738,MANTECA LIBRARY,320 W. CENTER ST.,MANTECA,95336,4539,SAN JOAQUIN,8668057323,BR,15000,R_16,0,2441,52,2017,00,00,00,-121.21958,37.799093,06,077,45484,733709,23,03,51.08,2016,0610,44700,0,PointAddress,E,100
CA,CA0142,007,Y,M738,RIPON LIBRARY,333 W. MAIN ST.,RIPON,95366,2423,SAN JOAQUIN,8668057323,BR,11000,R_16,0,2243,52,2017,00,00,00,-121.12664,37.739418,06,077,61026,733709,23,03,50.01,2045,0610,44700,0,PointAddress,E,100
CA,CA0142,008,Y,M738,MAYA ANGELOU LIBRARY,2324 POCK LANE,STOCKTON,95205,7821,SAN JOAQUIN,2099378221,BR,10500,R_16,0,1280,52,2017,00,00,00,-121.246899,37.934193,06,077,75000,733709,11,01,21,3016,0609,44700,0,PointAddress,E,100
CA,CA0142,009,Y,M738,THORNTON LIBRARY,26341 N. THORNTON RD.,THORNTON,95686,M,SAN JOAQUIN,8668057323,BR,2775,R_16,0,1494,52,2017,00,00,00,-121.423657,38.225874,06,077,78568,733709,42,08,40.01,2026,0609,44700,0,PointAddress,E,100
CA,CA0142,010,Y,M738,TRACY BRANCH LIBRARY,20 E. EATON AVE,TRACY,95376,3100,SAN JOAQUIN,8668057323,BR,16911,R_16,0,2659,52,2017,00,00,00,-121.425318,37.743491,06,077,80238,733709,23,03,53.02,5022,0610,44700,0,StreetAddress,E,100
CA,CA0142,011,Y,M738,MARGARET TROKE LIBRARY,502 W. BENJAMIN HOLT DR.,STOCKTON,95207,3827,SAN JOAQUIN,2099378221,BR,14000,R_16,0,1691,52,2017,00,00,00,-121.317805,38.011703,06,077,75000,733709,11,01,33.07,3002,0609,44700,0,PointAddress,E,100
CA,CA0142,012,Y,M738,MOBILE LIBRARY,605 N. EL DORADO,STOCKTON,95202,1907,SAN JOAQUIN,2099378468,BS,-4,N_16,1,630,52,2017,00,00,00,-121.291512,37.95882,06,077,75000,733709,11,01,1,2004,0609,44700,0,StreetAddress,E,90.92
CA,CA0142,013,Y,M738,TRAINING WHEELS,605 N. EL DORADO,STOCKTON,95202,1907,SAN JOAQUIN,2099378929,BS,-3,U_16,-3,-3,-3,2017,03,00,00,-121.291512,37.95882,06,077,75000,733709,11,01,1,2004,0609,44700,0,StreetAddress,E,90.92
CA,CA0142,014,Y,M738,LATHROP LIBRARY,450 SPARTAN WY,LATHROP,95330,9057,SAN JOAQUIN,8668057323,BR,900,R_16,0,1505,52,2017,00,00,07,-121.296407,37.826145,06,077,40704,733709,41,08,51.19,1017,0609,44700,0,StreetAddress,E,100
CA,CA0142,015,Y,M738,WESTON RANCH LIBRARY,1453 W. FRENCH CAMP ROAD,STOCKTON,95206,6212,SAN JOAQUIN,2099378221,BR,7000,R_16,0,1245,52,2017,00,00,00,-121.3073,37.897218,06,077,75000,733709,11,01,38.01,1025,0609,44700,0,PointAddress,E,100
CA,CA0142,016,Y,M738,MOUNTAIN HOUSE LIBRARY,250 EAST MAIN STREET,MOUNTAIN HOUSE,95391,3050,SAN JOAQUIN,2098057323,BR,5400,R_16,0,2555,52,2017,00,00,07,-121.54075,37.778694,06,077,49582,733709,41,08,52.06,3007,0609,44700,0,StreetAddress,E,99.9
CA,CA0142,017,Y,M738,STRIBLEY BRANCH LIBRARY,1760 E. SONORA ST.,STOCKTON,95205,6202,SAN JOAQUIN,2099378221,BR,1500,R_16,0,1155,47,2017,02,00,00,-121.266369,37.952557,06,077,75000,733709,11,01,19,3014,0609,44700,0,PointAddress,E,100
CA,CA0143,002,Y,M739,SUNNYVALE PUBLIC LIBRARY,665 W. OLIVE AVE.,SUNNYVALE,94086,7622,SANTA CLARA,4087307314,CE,60800,R_16,0,3307,50,2017,00,00,00,-122.039109,37.371312,06,085,77000,1919402,12,02,5086.01,1011,0617,41940,0,StreetAddress,E,100
CA,CA0144,002,Y,M740,SUTTER COUNTY LIBRARY,750 FORBES AVE.,YUBA CITY,95991,3866,SUTTER,5308227137,CE,22230,R_16,0,2600,52,2017,00,00,00,-121.625282,39.137883,06,101,86972,96651,13,02,502.01,1020,0603,49700,0,PointAddress,E,100
CA,CA0144,003,Y,M740,BARBER BRANCH LIBRARY,10321 LIVE OAK BLVD.,LIVE OAK,95953,2063,SUTTER,5306952021,BR,1932,R_16,0,624,52,2017,00,00,00,-121.661255,39.280892,06,101,41936,96651,31,04,507.01,2022,0603,49700,0,PointAddress,E,100
CA,CA0144,004,Y,M740,BROWNS BRANCH LIBRARY,1248 PACIFIC AVE.,RIO OSO,95674,9618,SUTTER,5306332170,BR,1422,R_16,0,360,36,2017,00,00,00,-121.524542,38.946934,06,101,60970,96651,41,08,511,1092,0603,49700,0,StreetAddress,E,100
CA,CA0144,006,Y,M740,SUTTER BRANCH LIBRARY,2147 CALIFORNIA ST.,SUTTER,95982,M,SUTTER,5307550485,BR,970,R_16,0,624,52,2017,00,00,00,-121.748936,39.159059,06,101,77378,96651,41,08,508,2033,0603,49700,0,PointAddress,E,100
CA,CA0145,002,Y,M741,TEHAMA COUNTY LIBRARY,645 MADISON ST.,RED BLUFF,96080,3328,TEHAMA,5305270604,CE,17500,R_16,0,1402,52,2017,00,00,00,-122.237594,40.175549,06,103,59892,63276,32,06,5,4008,0601,39780,1,PointAddress,E,100
CA,CA0145,003,Y,M741,CORNING BRANCH LIBRARY,740 THIRD ST.,CORNING,96021,2517,TEHAMA,5308247050,BR,4800,R_16,0,1004,52,2017,00,00,00,-122.179277,39.928469,06,103,16322,63276,32,06,11,5050,0601,39780,1,StreetAddress,E,100
CA,CA0145,004,Y,M741,LOS MOLINOS BRANCH LIBRARY,7881 HIGHWAY 99E,LOS MOLINOS,96055,M,TEHAMA,5303842772,BR,1840,R_16,0,447,52,2017,00,00,00,-122.099864,40.025211,06,103,44140,63276,32,07,9,2045,0601,39780,1,StreetAddress,E,100
CA,CA0146,002,Y,M742,KATY GEISSERT CIVIC CENTER LIBRARY,3301 TORRANCE BLVD.,TORRANCE,90503,5014,LOS ANGELES,3106185950,CE,72400,R_16,0,3240,52,2017,00,00,00,-118.343587,33.837204,06,037,80000,10137915,12,02,6504.01,1018,0643,31080,0,StreetAddress,E,100
CA,CA0146,003,Y,M742,SOUTHEAST BRANCH LIBRARY,23115 S. ARLINGTON AVE.,TORRANCE,90501,5816,LOS ANGELES,3105305044,BR,7200,R_16,0,2148,52,2017,00,00,00,-118.319943,33.815465,06,037,80000,10137915,12,02,6510.02,2004,0643,31080,0,StreetAddress,E,92.43
CA,CA0146,004,Y,M742,EL RETIRO BRANCH LIBRARY,126 VISTA DEL PARQUE,REDONDO BEACH,90277,6112,LOS ANGELES,3103750922,BR,4158,R_16,0,2148,52,2017,00,00,00,-118.379796,33.81529,06,037,80000,10137915,12,02,6513.04,2009,0633,31080,0,StreetAddress,E,100
CA,CA0146,005,Y,M742,HENDERSON BRANCH LIBRARY,4805 EMERALD ST.,TORRANCE,90503,2811,LOS ANGELES,3103712075,BR,3973,R_16,0,2148,52,2017,00,00,00,-118.365029,33.841385,06,037,80000,10137915,12,02,6506.03,1019,0633,31080,0,StreetAddress,E,100
CA,CA0146,006,Y,M742,NORTH TORRANCE BRANCH LIBRARY,3604 ARTESIA BLVD.,TORRANCE,90504,3315,LOS ANGELES,3103237200,BR,4400,R_16,0,2148,52,2017,00,00,00,-118.335385,33.872766,06,037,80000,10137915,12,02,6501.02,1000,0643,31080,0,StreetAddress,E,100
CA,CA0146,007,Y,M742,WALTERIA BRANCH LIBRARY,3815 W. 242ND ST.,TORRANCE,90505,6410,LOS ANGELES,3103758418,BR,3973,R_16,0,2148,52,2017,00,00,00,-118.352624,33.804321,06,037,80000,10137915,12,02,6514.02,2006,0633,31080,0,StreetAddress,E,100
CA,CA0147,002,Y,M743,TRINITY COUNTY FREE LIBRARY,351 MAIN ST.,WEAVERVILLE,96093,M,TRINITY,5306231373,CE,8354,R_16,0,1040,52,2017,00,00,00,-122.94228,40.734926,06,105,83794,12782,43,06,1.02,3003,0602,-1,M,PointAddress,E,100
CA,CA0147,003,Y,M743,HAYFORK BRANCH LIBRARY,6641 A STATE HWY. 3,HAYFORK,96041,M,TRINITY,5306285427,BR,2288,R_16,0,936,52,2017,00,00,00,-123.191081,40.551813,06,105,32562,12782,43,07,3,3007,0602,-1,M,StreetAddress,E,100
CA,CA0147,004,Y,M743,TRINITY CENTER BRANCH LIBRARY,"SCOTT MUSEUM, AIRPORT RD.",TRINITY CENTER,96091,M,TRINITY,5302663242,BR,800,R_16,0,208,52,2017,00,00,00,-122.806792,40.868019,06,105,M,12782,42,07,1.02,1233,0602,-1,M,Postal,E,100
CA,CA0148,002,Y,M744,VISALIA BRANCH LIBRARY,200 W. OAK,VISALIA,93291,4931,TULARE,5597132700,CE,45000,R_16,0,2444,52,2017,00,00,00,-119.293922,36.331968,06,107,82954,460437,12,02,12,1051,0622,47300,0,StreetAddress,E,90.92
CA,CA0148,003,Y,M744,ALPAUGH BRANCH LIBRARY,3816 AVE. 54,ALPAUGH,93201,M,TULARE,5599498355,BR,1344,R_16,0,728,52,2017,00,00,00,-119.4869,35.887708,06,107,01164,460437,42,08,43,1109,0621,47300,0,PointAddress,E,100
CA,CA0148,005,Y,M744,DINUBA BRANCH LIBRARY,150 S. I ST.,DINUBA,93618,2301,TULARE,5595915828,BR,8240,R_16,0,1664,52,2017,00,00,00,-119.386584,36.542638,06,107,19318,460437,32,04,5.01,4060,0622,47300,0,StreetAddress,E,100
CA,CA0148,006,Y,M744,EARLIMART LIBRARY,780 E. WASHINGTON ST.,EARLIMART,93219,M,TULARE,6618492525,BR,1464,R_16,0,1820,52,2017,00,00,00,-119.269272,35.884685,06,107,20438,460437,31,04,44,1036,0621,47300,0,StreetAddress,E,92.43
CA,CA0148,007,Y,M744,EXETER LIBRARY,230 E. CHESTNUT,EXETER,93221,1712,TULARE,5595925361,BR,4771,R_16,0,1664,52,2017,00,00,00,-119.139118,36.294045,06,107,23126,460437,22,04,15.02,3019,0622,47300,0,StreetAddress,E,90.92
CA,CA0148,010,Y,M744,IVANHOE LIBRARY,15964 HEATHER,IVANHOE,93235,1253,TULARE,5597981264,BR,2460,R_16,0,1248,52,2017,00,00,00,-119.216294,36.391076,06,107,36910,460437,22,04,8,5008,0622,47300,0,StreetAddress,E,90.92
CA,CA0148,011,Y,M744,LINDSAY LIBRARY,165 N. GALE HILL ST.,LINDSAY,93247,2507,TULARE,5595623021,BR,2380,R_16,0,1664,52,2017,00,00,00,-119.088029,36.204237,06,107,41712,460437,31,04,26.02,4025,0622,47300,0,StreetAddress,E,90.92
CA,CA0148,012,Y,M744,OROSI BRANCH LIBRARY,12646 AVE. 416,OROSI,93647,2018,TULARE,5595915830,BR,1494,R_16,0,1248,52,2017,00,06,00,-119.29039,36.544819,06,107,54372,460437,32,04,2.01,4003,0622,47300,0,StreetAddress,E,100
CA,CA0148,013,Y,M744,PIXLEY LIBRARY,300 N. SCHOOL,PIXLEY,93256,9557,TULARE,5597573880,BR,1000,R_16,0,2340,52,2017,00,00,00,-119.281664,35.986111,06,107,M,460437,41,08,42,3012,0621,47300,0,StreetAddress,E,90.92
CA,CA0148,014,Y,M744,SPRINGVILLE LIBRARY,35800 HWY 190 (SEQUOIA DAWN),SPRINGVILLE,93265,M,TULARE,5595392624,BR,1400,R_16,0,1248,52,2017,00,00,00,-118.814679,36.133203,06,107,73710,460437,42,08,27,3010,0623,47300,0,PointAddress,E,100
CA,CA0148,015,Y,M744,STRATHMORE LIBRARY,19646 ROAD 230,STRATHMORE,93267,M,TULARE,5595681087,BR,2762,R_16,0,832,52,2017,00,00,00,-119.058287,36.146402,06,107,75280,460437,23,04,33,4023,0623,47300,0,PointAddress,E,100
CA,CA0148,016,Y,M744,TERRA BELLA LIBRARY,23825 AVE. 92,TERRA BELLA,93270,9756,TULARE,5595355583,BR,1239,R_16,0,1144,52,2017,00,00,00,-119.039497,35.956871,06,107,78288,460437,31,04,45,3024,0621,47300,0,StreetAddress,E,100
CA,CA0148,017,Y,M744,THREE RIVERS LIBRARY,42052 EGGERS DR.,THREE RIVERS,93271,9774,TULARE,5595614564,BR,2655,R_16,0,1768,52,2017,00,00,00,-118.901266,36.443375,06,107,78638,460437,42,08,1,5027,0623,47300,0,PointAddress,E,100
CA,CA0148,018,Y,M744,TIPTON LIBRARY,301 E. WOODS AVE.,TIPTON,93272,M,TULARE,5597524236,BR,1362,R_16,0,728,52,2017,00,00,00,-119.309964,36.061035,06,107,78750,460437,31,04,32,1064,0621,47300,0,StreetAddress,E,100
CA,CA0148,019,Y,M744,WOODLAKE LIBRARY,400 W. WHITNEY,WOODLAKE,93286,1240,TULARE,5595644824,BR,1364,R_16,0,1456,52,2017,00,00,00,-119.102601,36.41924,06,107,86300,460437,31,04,7.02,1015,0622,47300,0,StreetAddress,E,90.92
CA,CA0149,002,Y,M745,TULARE PUBLIC LIBRARY,475 NORTH M STREET,TULARE,93274,4142,TULARE,5596854500,CE,31408,R_16,0,2169,52,2017,00,00,00,-119.344612,36.213261,06,107,80644,460437,22,04,23.04,1007,0622,47300,0,StreetAddress,E,100
CA,CA0150,002,Y,M746,TUOLUMNE COUNTY LIBRARY,480 GREENLEY RD.,SONORA,95370,5956,TUOLUMNE,2095335945,CE,18281,R_16,0,2016,51,2017,00,00,00,-120.368126,37.982149,06,109,72674,53804,32,06,12,3028,0604,43760,1,StreetAddress,E,100
CA,CA0150,003,Y,M746,GROVELAND BRANCH,18990 HWY 120,GROVELAND,95321,9442,TUOLUMNE,2099626144,BR,4284,R_16,0,1161,51,2017,00,00,00,-120.224989,37.839963,06,109,57244,53804,42,06,42,2088,0604,43760,1,StreetAddress,E,100
CA,CA0150,007,Y,M746,TUOLUMNE CITY LIBRARY,18636 MAIN ST.,TUOLUMNE,95379,M,TUOLUMNE,2099283612,BR,1450,R_16,0,1008,51,2017,00,00,00,-120.238662,37.961153,06,109,80763,53804,41,07,32,5005,0604,43760,1,StreetAddress,E,100
CA,CA0150,008,Y,M746,TWAIN HARTE LIBRARY,18701 TIFFENI SUITE 1F,TWAIN HARTE,95383,9406,TUOLUMNE,2095864501,BR,1713,R_16,0,1008,51,2017,00,00,00,-120.225715,38.038806,06,109,80966,53804,32,07,31,3042,0604,43760,1,StreetAddress,E,90.92
CA,CA0150,014,Y,M746,WORLDS OF WONDER,480 GREENLEY ROAD,SONORA,95370,5956,TUOLUMNE,2097680463,BS,-4,N_16,1,330,48,2017,00,00,00,-120.368126,37.982149,06,109,72674,53804,32,06,12,3028,0604,43760,1,StreetAddress,E,100
CA,CA0151,002,Y,M747,UPLAND PUBLIC LIBRARY,450 N. EUCLID AVE,UPLAND,91786,4732,SAN BERNARDINO,9099314200,CE,25210,R_16,0,2608,52,2017,00,00,15,-117.650967,34.09893,06,071,81344,2140096,21,03,9.03,1003,0631,40140,0,StreetAddress,E,100
CA,CA0152,002,Y,M748,AVENUE LIBRARY,606 N. VENTURA AVE.,VENTURA,93001,1943,VENTURA,8056436393,BR,2600,R_16,0,1612,52,2017,00,00,00,-119.298569,34.288701,06,111,65042,849738,12,02,22,2002,0626,37100,0,PointAddress,E,100
CA,CA0152,004,Y,M748,SOLIZ LIBRARY,2820 JOURDAN ST.,OXNARD,93036,1611,VENTURA,8054854515,BR,3030,R_16,0,1248,52,2017,00,00,00,-119.168436,34.237145,06,111,22370,849738,21,04,50.03,2005,0626,37100,0,StreetAddress,E,100
CA,CA0152,005,Y,M748,FILLMORE LIBRARY,502 SECOND ST.,FILLMORE,93015,1302,VENTURA,8055243355,BR,3030,R_16,0,1664,52,2017,00,00,00,-118.914642,34.404398,06,111,24092,849738,31,04,3.02,3005,0626,37100,0,StreetAddress,E,100
CA,CA0152,007,Y,M748,OAK PARK LIBRARY,899 N KANAN RD.,OAK PARK,91377,3904,VENTURA,8188892239,BR,10000,R_16,0,2288,52,2017,00,00,00,-118.765232,34.181132,06,111,53116,849738,22,04,74.03,3000,0626,37100,0,StreetAddress,E,92.43
CA,CA0152,008,Y,M748,OAK VIEW LIBRARY,555 MAHONEY AVE.,OAK VIEW,93022,9449,VENTURA,8056491523,BR,3045,R_16,0,1248,52,2017,00,00,00,-119.304928,34.398968,06,111,53182,849738,21,04,11.01,2012,0626,37100,0,PointAddress,E,100
CA,CA0152,009,Y,M748,OJAI LIBRARY,111 E. OJAI AVE.,OJAI,93023,3272,VENTURA,8056461639,BR,5106,R_16,0,2600,52,2017,00,00,00,-119.24675,34.447683,06,111,53476,849738,21,04,9.02,2061,0626,37100,0,StreetAddress,E,100
CA,CA0152,010,Y,M748,RAY D. PRUETER - PORT HUENEME LIBRARY,510 PARK AVE.,PORT HUENEME,93041,2555,VENTURA,8054865460,BR,15064,R_16,0,2080,52,2017,00,00,00,-119.193531,34.156858,06,111,58296,849738,21,04,42,1000,0626,37100,0,StreetAddress,E,100
CA,CA0152,013,Y,M748,E. P. FOSTER LIBRARY,651 E. MAIN ST.,VENTURA,93001,2814,VENTURA,8056482715,BR,33000,R_16,0,2808,52,2017,00,00,00,-119.290681,34.280859,06,111,65042,849738,12,02,21.02,1029,0626,37100,0,StreetAddress,E,100
CA,CA0152,014,Y,M748,MEINERS OAKS LIBRARY,114 N. PADRE JUAN AVE.,MEINERS OAKS,93023,2227,VENTURA,8056464804,BR,1609,R_16,0,1248,52,2017,00,00,00,-119.27801,34.44928,06,111,46702,849738,21,04,10.02,4022,0626,37100,0,PointAddress,E,96.53
CA,CA0152,015,Y,M748,PIRU LIBRARY,3811 CENTER ST.,PIRU,93040,M,VENTURA,8055211753,BR,1960,R_16,0,1248,52,2017,00,00,00,-118.797921,34.415448,06,111,57372,849738,42,08,2,1032,0626,37100,0,PointAddress,E,100
CA,CA0152,019,Y,M748,SATICOY LIBRARY,1292 LOS ANGELES AVE.,VENTURA,93004,1991,VENTURA,8056715148,BR,4700,R_16,0,1248,52,2017,00,00,07,-119.148326,34.28347,06,111,70322,849738,21,04,13.02,1037,0626,37100,0,PointAddress,E,100
CA,CA0152,020,Y,M748,MUSEUM OF VENTURA COUNTY RESEARCH LIBRARY,100 E. MAIN ST.,VENTURA,93001,2607,VENTURA,8056530323,BR,1265,R_16,0,-1,-1,2017,00,00,00,-119.299289,34.280847,06,111,65042,849738,12,02,24,1004,0626,37100,0,StreetAddress,E,100
CA,CA0153,002,Y,M749,WATSONVILLE MAIN LIBRARY,"275 MAIN ST., SUITE 100",WATSONVILLE,95076,5133,SANTA CRUZ,8317683400,CE,42000,R_16,0,2704,52,2017,00,00,00,-121.75513,36.908648,06,087,83668,274673,13,02,1103,2017,0620,42100,0,PointAddress,E,100
CA,CA0153,003,Y,M749,FREEDOM BRANCH LIBRARY,2021 FREEDOM BLVD.,FREEDOM,95019,2833,SANTA CRUZ,8317683420,BR,4000,R_16,0,2912,52,2017,00,00,00,-121.777563,36.938126,06,087,83668,274673,13,02,1106,4010,0620,42100,0,PointAddress,E,100
CA,CA0154,002,Y,M750,WHITTIER PUBLIC LIBRARY,7344 S. WASHINGTON AVE.,WHITTIER,90602,1730,LOS ANGELES,5625679900,CE,36596,R_16,0,2715,51,2017,00,00,00,-118.034959,33.975101,06,037,85292,10137915,21,03,5018.04,2000,0638,31080,0,StreetAddress,E,92.43
CA,CA0154,003,Y,M750,WHITTWOOD BRANCH LIBRARY,10537 SANTA GERTRUDES AVE.,WHITTIER,90603,2760,LOS ANGELES,5625679950,BR,15733,R_16,0,2376,51,2017,00,00,00,-117.993142,33.940073,06,037,85292,10137915,21,03,5034.02,1009,0638,31080,0,StreetAddress,E,100
CA,CA0155,002,Y,M751,WILLOWS PUBLIC LIBRARY,201 N. LASSEN ST.,WILLOWS,95988,2704,GLENN,5309345156,CE,6856,R_16,0,1832,52,2017,00,00,00,-122.199686,39.52198,06,021,85684,28085,32,06,104,5040,0603,-1,M,PointAddress,E,100
CA,CA0155,003,Y,M751,BAYLISS BRANCH LIBRARY,7830 ROAD 39,GLENN,95943,M,GLENN,9169342287,BR,1176,R_16,0,408,52,2017,00,00,00,-122.046485,39.582549,06,021,M,28085,42,07,105.02,2114,0601,-1,M,StreetAddress,E,90.92
CA,CA0155,004,Y,M751,ELK CREEK BRANCH LIBRARY,3432 COUNTY ROAD 309,ELK CREEK,95939,M,GLENN,9169685238,BR,630,R_16,0,408,52,2017,00,00,07,-122.53749,39.60651,06,021,22006,28085,43,07,103,1114,0603,-1,M,PointAddress,E,100
CA,CA0156,002,Y,M752,WOODLAND PUBLIC LIBRARY,250 FIRST ST.,WOODLAND,95695,3411,YOLO,5306615980,CE,23000,R_16,0,2491,51,2017,00,00,00,-121.77314,38.679118,06,113,86328,215802,23,03,108,2017,0603,40900,0,StreetAddress,E,100
CA,CA0157,003,Y,M753,MARY L. STEPHENS DAVIS BRANCH LIBRARY,315 E. 14TH ST.,DAVIS,95616,2029,YOLO,5307575593,BR,29975,R_16,0,3000,50,2017,00,06,00,-121.746834,38.556262,06,113,18100,215802,23,03,107.01,1000,0603,40900,0,StreetAddress,E,100
CA,CA0157,004,Y,M753,A. F. TURNER COMMUNITY LIBRARY,1212 MERKLEY AVENUE,WEST SACRAMENTO,95691,2710,YOLO,9163756465,BR,18244,R_16,0,2700,50,2017,00,00,00,-121.523566,38.579917,06,113,84816,215802,21,03,102.01,1015,0606,40900,0,PointAddress,E,100
