STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT,MAT_TYPE,CBSA,MICROF
AR,AR0064,002,AR0064-02,THORNTON PUBLIC LIBRARY,SOUTH 2ND ST.,THORNTON,71670,0102,CALHOUN,8703525990,BR,NO,-1,U_11,0,R_11,-1,U_11,52,R_11,2012,00,00,15,-91.454831,33.711875,05,043,69230,18695,42,4901,3143,0504,X,15,0,.
AR,AR0064,003,AR010-005,CALHOUN COUNTY LIBRARY,109 SECOND STREET,HAMPTON,71646,3217,CALHOUN,8707984492,CE,NO,-1,U_11,0,R_11,-1,U_11,-1,U_11,2012,00,00,00,-92.471747,33.538004,05,013,29650,5281,43,4802,2020,0504,0,1,15780,1
AR,AR0066,001,AR0066,FAYETTEVILLE PUBLIC LIBRARY,401 W. MOUNTAIN STREET,FAYETTEVILLE,72701,M,WASHINGTON,4798567000,CE,CC,88000,R_11,0,R_11,3231,R_11,52,R_11,2012,00,00,00,-94.164448,36.061974,05,143,23290,207801,13,113,1026,0503,0,1,22220,0
AR,AR0068,001,AR0068,PEA RIDGE COMMUNITY LIBRARY,161 EAST PICKENS,PEA RIDGE,72751,M,BENTON,4794518442,CE,CC,-1,U_11,0,R_11,728,R_11,52,R_11,2012,00,00,00,-94.114631,36.45384,05,007,54200,227535,31,201.0099945,2004,0503,0,1,22220,0
AR,AR0069,001,AR0069,GRAVETTE PUBLIC LIBRARY,407 CHARLOTTE STREET SE,GRAVETTE,72736,M,BENTON,4797876955,CE,NO,3381,R_11,0,R_11,1920,R_11,52,R_11,2012,00,00,00,-94.449685,36.419453,05,007,28360,227535,42,209.0200043,2096,0503,0,1,22220,0
AR,AR0070,001,AR003-010,JIM G. FERGUSON SEARCY COUNTY LIBRARY,202 EAST MAIN STREET,MARSHALL,72650,M,SEARCY,8704482420,CE,NO,8514,R_11,0,R_11,2496,R_11,52,R_11,2012,00,00,15,-92.62936,35.908907,05,129,44300,8076,43,9702,1040,0501,0,1,0,.
AR,AR0071,001,AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",369 DAVE CREEK PARKWAY,FAIRFIELD BAY,72088,M,VAN BUREN,5018844930,CE,NO,3500,R_11,0,R_11,1500,R_11,52,R_11,2012,00,00,00,-92.261411,35.614613,05,141,22660,17125,43,4603.009766,1114,0502,0,1,0,.
AR,AR0076,001,AR0081,HEMPSTEAD COUNTY LIBRARY,500 S ELM STREET,HOPE,71801,M,HEMPSTEAD,8707774564,CE,NO,7150,R_11,0,R_11,1716,R_11,52,R_11,2012,00,00,15,-93.592132,33.665,05,057,33190,22535,32,4803,3008,0504,0,1,0,.
AR,AR0077,001,AR0082,GENTRY PUBLIC LIBRARY,105 E. MAIN,GENTRY,72734,8219,BENTON,4797362054,CE,NO,10000,R_11,0,R_11,2444,R_11,52,R_11,2012,00,00,00,-94.483504,36.267538,05,007,26290,227535,32,210.0200043,2034,0503,0,1,22220,0
AR,AR0078,001,AR0083,IVA JANE PEEK LIBRARY HQ,129 MAIN STREET,DECATUR,72722,M,BENTON,4797527323,CE,NO,1700,R_11,0,R_11,1022,R_11,52,R_11,2012,00,00,00,-94.453737,36.335627,05,007,17740,227535,42,209.0200043,5041,0503,X,16,22220,0
AR,AR0079,001,AR0084,SILOAM SPRINGS PUBLIC LIBRARY HQ,401 WEST UNIVERSITY STREET,SILOAM SPRINGS,72761,2677,BENTON,4795244236,CE,NO,8000,R_11,0,R_11,2766,R_11,52,R_11,2012,00,00,00,-94.543978,36.186121,05,007,64370,227535,32,212.0099945,2022,0503,0,1,22220,0
AR,AR0080,001,AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,380 WHITE STREET,SULPHUR SPRINGS,72768,0275,BENTON,4782983753,CE,NO,-1,U_11,0,R_11,1612,R_11,52,R_11,2012,00,00,00,-94.470887,36.484139,05,007,00000,227535,42,210.0099945,1003,0503,X,15,22220,0
AZ,AZ0001,002,BR-ALPINE,ALPINE PUBLIC LIBRARY,17 CR 2061,ALPINE,85920,0528,APACHE,9283394925,BR,NO,3120,R_11,0,R_11,1452,R_11,52,R_11,2012,00,00,00,-109.189859,33.811211,04,001,00000,72327,43,9705.019531,1543,0401,X,14,0,.
AZ,AZ0001,003,BR-CONCHO,CONCHO PUBLIC LIBRARY,18 CR 5101,CONCHO,85924,0339,APACHE,9283372167,BR,NO,3120,R_11,0,R_11,814,R_11,52,R_11,2012,00,00,00,-109.65145,34.434788,04,001,00000,72327,43,9702,1534,0401,X,14,0,.
AZ,AZ0001,004,BR-GREER,GREER MEMORIAL LIBRARY,74 A MAIN STREET,GREER,85927,0144,APACHE,9287357710,BR,NO,1300,R_11,0,R_11,884,R_11,52,R_11,2012,00,00,00,-109.460324,34.003578,04,001,29850,72327,43,9705.019531,1673,0401,X,14,0,.
AZ,AZ0001,006,BR-SANDERS,SANDERS PUBLIC LIBRARY,"1-40 EXIT 339 N., FRONTAGE RD. E.",SANDERS,86512,1000,APACHE,9286882677,BR,NO,2947,R_11,0,R_11,1180,R_11,52,R_11,2012,00,00,00,-109.330996,35.208351,04,001,63050,72327,43,9451,1229,0401,X,14,0,.
AZ,AZ0001,010,BR-ROUND,ROUND VALLEY PUBLIC LIBRARY,179 SOUTH MAIN STREET,EAGAR,85925,1180,APACHE,9283334694,BR,NO,10149,R_11,0,R_11,2060,R_11,52,R_11,2012,00,00,00,-109.291635,34.107984,04,001,20960,72327,33,9705.009766,4040,0401,0,1,0,.
AZ,AZ0001,011,BR-STJOHNS,ST. JOHNS PUBLIC LIBRARY,35 SOUTH 3RD WEST,ST. JOHNS,85936,0766,APACHE,9283374405,BR,NO,10149,R_11,0,R_11,2144,R_11,52,R_11,2012,00,00,00,-109.369429,34.506225,04,001,62350,72327,33,9703,2007,0401,0,1,0,.
AZ,AZ0001,012,BR-VERNON,VERNON PUBLIC LIBRARY,10 MAIN STREET,VERNON,85940,0600,APACHE,9285325005,BR,NO,3000,R_11,0,R_11,624,R_11,52,R_11,2012,00,00,00,-109.693142,34.254052,04,001,79870,72327,43,9705.019531,3960,0401,X,14,0,.
AZ,AZ0009,002,BR-JIMMIE,JIMMIE LIBHART BRANCH LIBRARY,201 NORTH CENTRAL AVENUE,BOWIE,85605,M,COCHISE,2852029847,BR,NO,870,R_11,0,R_11,725,R_11,50,R_11,2012,00,00,00,-109.484621,32.326165,04,003,07380,132770,43,1,1439,0402,X,14,43420,0
AZ,AZ0009,005,BR-MYRTLE,MYRTLE KRAFT LIBRARY,2393 S. ROCK HOUSE RD.,PORTAL,85632,M,COCHISE,5205582468,BR,NO,766,R_11,0,R_11,720,R_11,36,R_11,2012,00,00,00,-109.193655,32.001894,04,003,00000,132770,43,5,1012,0402,X,14,43420,0
AZ,AZ0009,006,BR-ALICE,ALICE WOODS SUNIZONA LIBRARY,"ASH CREEK SCH, 6460 E. HWY 181",PEARCE,85625,6103,COCHISE,5208243340,BR,NO,7000,R_11,0,R_11,756,R_11,48,R_11,2012,00,00,00,-109.601359,31.876159,04,003,70460,132770,43,5,1075,0402,4,14,43420,0
AZ,AZ0009,007,BR-SUNSITES,SUNSITES COMMUNITY LIBRARY,210 NORTH FORD ROAD,PEARCE,85625,4042,COCHISE,5208263866,BR,NO,1855,R_11,0,R_11,1477,R_11,52,R_11,2012,00,00,00,-109.833057,31.939742,04,003,00000,132770,43,2.029999971,3054,0402,0,5,43420,0
AZ,AZ0009,015,BS-COCHISE,COCHISE COUNTY BOOKMOBILE,100 CLAWSON STREET,BISBEE,85603,0099,COCHISE,5204328930,BS,NO,-3,U_11,1,R_11,1248,R_11,52,R_11,2012,00,00,00,-109.876843,31.411003,04,003,06260,132770,33,11,2163,0402,0,1,43420,0
AZ,AZ0009,016,BR-ELFRIDA,ELFRIDA LIBRARY,10552 NORTH HIGHWAY 191,ELFRIDA,85610,9021,COCHISE,5206421744,BR,NO,1200,R_11,0,R_11,1268,R_11,52,R_11,2012,00,00,00,-109.687154,31.694938,04,003,22080,132770,43,5,2027,0402,0,1,43420,0
AZ,AZ0009,017,CE-COCHISE,COCHISE COUNTY LIBRARY DISTRICT HEADQUARTERS,100 CLAWSON AVENUE,BISBEE,85603,0099,COCHISE,5204328930,CE,NO,7000,R_11,0,R_11,2610,R_11,52,R_11,2012,00,00,00,-109.916559,31.443307,04,003,06260,132770,33,10,2006,0402,0,1,43420,0
AZ,AZ0009,018,BM-COCHISE,COCHISE COUNTY LIBRARY DISTRICT MINIBOOKMOBILE,100 CLAWSON ST.,BISBEE,85603,0099,COCHISE,5204328930,BS,NO,-3,U_11,-3,U_11,-3,U_11,-3,U_11,2012,03,00,00,-109.876843,31.411003,04,003,06260,132770,33,11,2163,0402,0,1,43420,0
AZ,AZ0025,005,CE-CLIFTON,CLIFTON PUBLIC LIBRARY,588 TURNER AVE,CLIFTON,85533,1226,GREENLEE,9288652461,CE,NO,3685,R_11,0,R_11,1743,R_11,52,R_11,2012,00,00,00,-109.248443,33.018814,04,011,00000,8615,42,9601,1308,0401,X,15,0,.
AZ,AZ0026,003,CE-SAFFORD,SAFFORD CITY - GRAHAM COUNTY LIBRARY,808 S. 7TH AVENUE,SAFFORD,85546,2944,GRAHAM,9283483202,CE,NO,20788,R_11,0,R_11,1795,R_11,52,R_11,2012,00,00,00,-109.715033,32.831325,04,009,62000,37150,33,9613,4005,0401,0,1,40940,1
AZ,AZ0027,004,CE-PARKER,PARKER PUBLIC LIBRARY,1001 S. NAVAJO AVE,PARKER,85344,4999,LA PAZ,9286692622,CE,NO,5852,R_11,0,R_11,2810,R_11,52,R_11,2012,00,00,00,-114.295295,34.1476,04,012,53070,20484,33,9402,1019,0404,0,1,0,.
AZ,AZ0028,002,BR-AGUILA,AGUILA BRANCH LIBRARY,51300 WEST US 60,AGUILA,85320,M,MARICOPA,6026523000,BR,NC,20986,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-113.166561,33.942956,04,013,00730,3868525,43,405.1499939,1288,0404,X,14,38060,0
AZ,AZ0028,004,BR-MIRAGE,EL MIRAGE BRANCH LIBRARY,14011 N 1ST AVE,EL MIRAGE,85335,3238,MARICOPA,6026523000,BR,NC,2614,R_11,0,R_11,2548,R_11,52,R_11,2012,00,00,00,-112.325915,33.611138,04,013,22220,3868525,21,609.0200195,2014,0408,0,1,38060,0
AZ,AZ0028,005,BR-FOUNTAIN,FOUNTAIN HILLS BRANCH LIBRARY,12901 N. LA MONTANA DR.,FOUNTAIN HILLS,85268,3857,MARICOPA,6026523000,BR,NC,15000,R_11,0,R_11,3328,R_11,52,R_11,2012,00,00,00,-111.722448,33.60307,04,013,25300,3868525,31,2168.179932,4019,0406,0,1,38060,0
AZ,AZ0028,006,BR-GUADALUPE,GUADALUPE BRANCH LIBRARY,9241 SOUTH AVENIDA DEL YAQUI,GUADALUPE,85283,2529,MARICOPA,6026523000,BR,NC,3776,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-111.963112,33.364687,04,013,30270,3868525,21,3200.02002,4021,0407,0,1,38060,0
AZ,AZ0028,008,BR-LITCHFIELD,LITCHFIELD PARK BRANCH LIBRARY,101 WEST WIGWAM BLVD,LITCHFIELD PARK,85340,4634,MARICOPA,6026523000,BR,NC,6701,R_11,0,R_11,3328,R_11,52,R_11,2012,00,00,00,-112.35819,33.493287,04,013,41330,3868525,23,610.0999756,2051,0408,0,1,38060,0
AZ,AZ0028,009,BR-QUEEN,QUEEN CREEK BRANCH LIBRARY,21802 S. ELLSWORTH RD.,QUEEN CREEK,85242,9360,MARICOPA,6026523000,BR,NC,20000,R_11,0,R_11,3120,R_11,52,R_11,2012,00,00,00,-111.634533,33.249991,04,013,00000,3868525,41,8168,1021,0405,0,1,38060,0
AZ,AZ0028,010,BR-HOLLYHOCK,HOLLYHOCK BRANCH LIBRARY,15844 N. HOLLYHOCK ST.,SURPRISE,85374,4175,MARICOPA,6026523000,BR,NC,1020,R_11,0,R_11,675,R_11,52,R_11,2012,00,00,00,-112.331283,33.627623,04,013,71510,3868525,21,608.0100098,1019,0408,0,1,38060,0
AZ,AZ0028,012,BR-GILABEND,GILA BEND BRANCH LIBRARY,202 N. EUCLID,GLIA BEND,85337,M,MARICOPA,6026523000,BR,NC,3776,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-112.718404,32.948389,04,013,27050,3868525,43,7233.049805,1027,0403,0,1,38060,0
AZ,AZ0028,013,BR-EDROBSON,ED ROBSON BRANCH LIBRARY,9330 E. RIGGS RD.,SUN LAKES,85248,7404,MARICOPA,6026523000,BR,NC,9100,R_11,0,R_11,2548,R_11,52,R_11,2012,00,00,00,-111.88192,33.218009,04,013,70530,3868525,21,8173,1035,0405,0,1,38060,0
AZ,AZ0028,015,BR-GEORGE,GEORGE L. CAMPBELL LIBRARY,17811 NO. 32ND ST,PHOENIX,85032,1220,MARICOPA,6026523000,BR,CC,-3,U_11,-3,U_11,-3,U_11,-3,U_11,2012,03,00,00,-112.013516,33.648072,04,013,55000,3868525,11,6196,1006,0406,0,1,38060,0
AZ,AZ0028,018,BR-SOUTHEAST,SOUTHEAST REGIONAL LIBRARY,775 NORTH GREENFIELD ROAD,GILBERT,85234,5030,MARICOPA,6026523000,BR,NC,62000,R_11,0,R_11,3224,R_11,52,R_11,2012,00,00,00,-111.738788,33.364334,04,013,27400,3868525,21,4226.060059,1031,0405,0,1,38060,0
AZ,AZ0028,019,BR-NVALLEY,NORTH VALLEY REGIONAL LIBRARY,40410 N GAVILAN PEAK PARKWAY,ANTHEM,85086,2754,MARICOPA,6026523000,BR,NC,23094,R_11,0,R_11,3536,R_11,52,R_11,2012,00,00,00,-112.138695,33.84942,04,013,02430,3868525,42,6103,2001,0408,0,1,38060,0
AZ,AZ0028,020,BR-NORTHWEST,NORTHWEST REGIONAL LIBRARY,16089 NORTH BULLARD AVENUE,SURPRISE,85374,7417,MARICOPA,6026523000,BR,NC,20000,R_11,0,R_11,3536,R_11,52,R_11,2012,00,00,00,-112.376676,33.638128,04,013,71510,3868525,41,610.2800293,1013,0408,0,1,38060,0
AZ,AZ0028,021,BR-CIVIC,CIVIC CENTER BRANCH LIBRARY,11350 W CIVIC CENTER DR.,AVONDALE,85232,M,MARICOPA,6026523000,BR,NC,-3,U_11,-3,U_11,-3,U_11,-3,U_11,2012,03,00,00,-112.301894,33.443685,04,013,04720,3868525,41,820.2700195,2004,0403,0,1,38060,0
AZ,AZ0028,022,BR-PERRY,PERRY BRANCH LIBRARY,1965 E QUEEN CREEK RD,GILBERT,85296,M,MARICOPA,6026523000,BR,NC,23000,R_11,0,R_11,2496,R_11,52,R_11,2012,00,00,00,-111.750679,33.337066,04,013,27400,3868525,21,4225.120117,2031,0405,X,15,38060,0
AZ,AZ0028,023,BR-GOODYEAR,GOODYEAR BRANCH LIBRARY,250 N. LITCHFIELD ROAD STE 185,GOODYEAR,85338,M,MARICOPA,6026523000,BR,NC,5000,R_11,0,R_11,2340,R_11,52,R_11,2012,00,00,00,-112.35833,33.449038,04,013,28380,3868525,23,613,1002,0408,0,1,38060,0
AZ,AZ0028,024,BR-SUNCITY,SUN CITY BRANCH LIBRARY,16828 N. 99TH AVENUE,SUN CITY,85351,M,MARICOPA,6026523000,BR,NC,5000,R_11,0,R_11,2600,R_11,52,R_11,2012,00,00,00,-112.273699,33.636057,04,013,70320,3868525,21,715.039978,1004,0408,0,1,38060,0
AZ,AZ0028,025,BR-FAIRWAY,FAIRWAY BRANCH LIBRARY,10600 W PEORIA AVE,SUN CITY,85351,M,MARICOPA,6026523000,BR,NC,4365,R_11,0,R_11,1820,R_11,52,R_11,2012,00,00,00,-112.287501,33.580321,04,013,70320,3868525,21,718.0100098,4007,0408,0,1,38060,0
AZ,AZ0028,026,BR-WHITETANK,WHITE TANK BRANCH LIBRARY,20304 W WHITE TANK MOUNTAIN BLVD,WADDELL,85355,M,MARICOPA,6026523000,BR,NC,29000,R_11,0,R_11,2496,R_11,32,R_11,2012,02,00,00,-112.447182,33.557227,04,013,00000,3868525,41,610.4400024,3083,0408,X,15,38060,0
AZ,AZ0029,002,BR-GARCIA,SAM GARCIA WESTERN AVENUE LIBRARY,495 E. WESTERN AVENUE,AVONDALE,85323,1851,MARICOPA,6233332665,BR,NC,12500,R_11,0,R_11,2536,R_11,52,R_11,2012,00,00,00,-112.344851,33.435329,04,013,04720,3868525,23,614.0100098,1005,0403,0,1,38060,0
AZ,AZ0029,003,CE-AVONCIVIC,CIVIC CENTER LIBRARY,11350 W. CIVIC CENTER DR.,AVONDALE,85323,1851,MARICOPA,6233332602,CE,NC,31000,R_11,0,R_11,2536,R_11,52,R_11,2012,00,00,00,-112.301894,33.443685,04,013,04720,3868525,41,820.2700195,2004,0403,0,1,38060,0
AZ,AZ0030,002,CE-BUCKEYE,BUCKEYE PUBLIC LIBRARY,310 N. 6TH ST.,BUCKEYE,85326,2439,MARICOPA,6233496300,CE,NC,8600,R_11,0,R_11,2193,R_11,52,R_11,2012,00,00,15,-112.583512,33.37242,04,013,07940,3868525,32,507.019989,1074,0403,0,1,38060,0
AZ,AZ0030,003,BS-BUCKEYE,BUCKEYE PUBLIC LIBRARY BOOKMOBILE,310 N. 6TH ST.,BUCKEYE,85326,2439,MARICOPA,6232382497,BS,NC,-3,U_11,1,R_11,613,R_11,50,R_11,2012,00,00,00,-112.583512,33.37242,04,013,07940,3868525,32,507.019989,1074,0403,0,1,38060,0
AZ,AZ0031,002,CE-CHANDLER,CHANDLER PUBLIC LIBRARY,22 S DELAWARE,CHANDLER,85225,M,MARICOPA,4807822800,CE,NC,64000,R_11,0,R_11,3212,R_11,52,R_11,2012,00,00,00,-111.837488,33.303072,04,013,12000,3868525,21,5231.02002,1005,0409,0,1,38060,0
AZ,AZ0031,004,BR-HAMILTON,HAMILTON LIBRARY,3700 S ARIZONA AVENUE,CHANDLER,85248,4500,MARICOPA,4807822800,BR,NC,18000,R_11,0,R_11,3021,R_11,52,R_11,2012,00,00,00,-111.841365,33.25229,04,013,12000,3868525,21,8127,1019,0405,0,1,38060,0
AZ,AZ0031,005,BR-SUNSET,SUNSET LIBRARY,4930 W RAY ROAD,CHANDLER,85226,6219,MARICOPA,4807822800,BR,NC,22000,R_11,0,R_11,3016,R_11,52,R_11,2012,00,00,00,-111.92525,33.320047,04,013,12000,3868525,21,8106,1010,0409,0,1,38060,0
AZ,AZ0031,006,BR-BASHA,BASHA LIBRARY,5990 S VAL VISTA DRIVE,CHANDLER,85249,9028,MARICOPA,4807822800,BR,NC,20499,R_11,0,R_11,3021,R_11,52,R_11,2012,00,00,00,-111.783637,33.209536,04,013,12000,3868525,41,8140,1005,0405,2,15,38060,0
AZ,AZ0033,001,CE-GLENDALE,GLENDALE MAIN LIBRARY,5959 W BROWN ST,GLENDALE,85302,1248,MARICOPA,6239303530,CE,NC,64166,R_11,0,R_11,2164,R_11,52,R_11,2012,00,00,00,-112.188001,33.578271,04,013,27820,3868525,12,923.0499878,1021,0408,0,1,38060,0
AZ,AZ0033,003,BR-VELMA,VELMA TEAGUE BRANCH LIBRARY,7010 N 58TH AVE,GLENDALE,85301,2425,MARICOPA,6239303430,BR,NC,15964,R_11,0,R_11,1607,R_11,52,R_11,2012,00,00,00,-112.183724,33.538973,04,013,27820,3868525,12,925,3035,0407,0,1,38060,0
AZ,AZ0033,004,BR-MFOOTHILLS,FOOTHILLS BRANCH LIBRARY,19055 N 57TH AVE,GLENDALE,85308,6841,MARICOPA,6239303830,BR,NC,33500,R_11,0,R_11,1806,R_11,52,R_11,2012,00,00,00,-112.180452,33.660655,04,013,27820,3868525,12,6160,1016,0408,0,1,38060,0
AZ,AZ0034,002,BR-DOBSON,DOBSON RANCH BRANCH LIBRARY,2425 S. DOBSON RD.,MESA,85202,7375,MARICOPA,4806443441,BR,CC,17000,R_11,0,R_11,1993,R_11,52,R_11,2012,00,06,00,-111.880079,33.371481,04,013,46000,3868525,11,4222.209961,1000,0409,0,1,38060,0
AZ,AZ0034,003,BR-MESAX,RED MOUNTAIN BRANCH LIBRARY,635 N. POWER RD.,MESA,85205,6837,MARICOPA,4806443184,BR,CC,50000,R_11,0,R_11,1993,R_11,52,R_11,2012,00,06,00,-111.684402,33.427324,04,013,46000,3868525,11,4201.040039,2024,0405,0,1,38060,0
AZ,AZ0034,006,CE-MESA,MAIN LIBRARY,64 E 1ST ST,MESA,85201,6768,MARICOPA,4806442207,CE,CC,106000,R_11,0,R_11,2525,R_11,52,R_11,2012,00,06,00,-111.829883,33.41728,04,013,46000,3868525,11,4214,1012,0409,0,1,38060,0
AZ,AZ0034,007,BR-REDMTN,MESA EXPRESS LIBRARY,"2055 S. POWER RD., SUITE 1031",MESA,85209,6813,MARICOPA,4806443300,BR,CC,3430,R_11,0,R_11,243,R_11,7,R_11,2012,02,06,00,-111.6878,33.378121,04,013,46000,3868525,11,4226.169922,2001,0405,0,1,38060,0
AZ,AZ0035,002,CE-BURTON,BURTON BARR CENTRAL LIBRARY,1221 N. CENTRAL AVENUE,PHOENIX,85004,1820,MARICOPA,6022624636,CE,CC,280000,R_11,0,R_11,3013,R_11,52,R_11,2012,00,00,00,-112.073713,33.462532,04,013,55000,3868525,11,1130,2010,0407,0,1,38060,0
AZ,AZ0035,003,BR-ACACIA,ACACIA LIBRARY,750 E. TOWNLEY,PHOENIX,85020,2950,MARICOPA,6022624636,BR,CC,6600,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-112.064377,33.565977,04,013,55000,3868525,11,1052,3004,0409,0,1,38060,0
AZ,AZ0035,004,BR-CENTURY,CENTURY LIBRARY,1750 E. HIGHLAND AVE.,PHOENIX,85016,4648,MARICOPA,6022624636,BR,CC,6500,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-112.043898,33.505698,04,013,55000,3868525,11,1085.01001,2000,0409,0,1,38060,0
AZ,AZ0035,005,BR-CHOLLA,CHOLLA LIBRARY,10050 METRO PKWY. E.,PHOENIX,85051,1525,MARICOPA,6022624636,BR,CC,30000,R_11,0,R_11,2408,R_11,52,R_11,2012,00,00,00,-112.119028,33.578784,04,013,55000,3868525,11,1042.050049,4006,0406,0,5,38060,0
AZ,AZ0035,006,BR-HARMON,HARMON LIBRARY,1325 S. 5TH AVENUE,PHOENIX,85003,2661,MARICOPA,6022624636,BR,CC,12400,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-112.080439,33.435243,04,013,55000,3868525,11,1149,2006,0407,0,1,38060,0
AZ,AZ0035,007,BR-JUNIPER,JUNIPER LIBRARY,1825 W. UNION HILLS DR.,PHOENIX,85027,5300,MARICOPA,6022624636,BR,CC,14435,R_11,0,R_11,2240,R_11,48,R_11,2012,00,00,00,-112.098094,33.654689,04,013,55000,3868525,11,6187,2005,0406,0,1,38060,0
AZ,AZ0035,008,BR-MESQUITE,MESQUITE LIBRARY,4525 PARADISE VILLIAGE PARKWAY N.,PHOENIX,85032,6853,MARICOPA,6022624636,BR,CC,19875,R_11,0,R_11,2589,R_11,52,R_11,2012,00,00,00,-111.983648,33.604922,04,013,55000,3868525,11,1032.099976,6002,0406,0,5,38060,0
AZ,AZ0035,009,BR-OCOTILLO,OCOTILLO LIBRARY,102 W. SOUTHERN AVE.,PHOENIX,85041,4806,MARICOPA,6022624636,BR,CC,6600,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-112.074534,33.392238,04,013,55000,3868525,11,1158.02002,2008,0407,0,1,38060,0
AZ,AZ0035,010,BR-VERDE,PALO VERDE LIBRARY,4402 N 51ST AVE.,PHOENIX,85031,1907,MARICOPA,6022624636,BR,CC,16000,R_11,0,R_11,2216,R_11,48,R_11,2012,00,00,00,-112.168936,33.499707,04,013,55000,3868525,11,1094,3020,0407,0,1,38060,0
AZ,AZ0035,011,BR-SAGUARO,SAGUARO LIBRARY,2808 N. 46TH ST.,PHOENIX,85008,1504,MARICOPA,6022624636,BR,CC,10500,R_11,0,R_11,2408,R_11,52,R_11,2012,00,00,00,-111.982601,33.478775,04,013,55000,3868525,11,1113,1000,0407,0,1,38060,0
AZ,AZ0035,012,BR-YUCCA,YUCCA LIBRARY,5648 N. 15TH AVENUE,PHOENIX,85015,2502,MARICOPA,6022624636,BR,CC,10000,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-112.091189,33.519569,04,013,55000,3868525,11,1074,3002,0407,0,1,38060,0
AZ,AZ0035,013,BR-IRONWOOD,IRONWOOD LIBRARY,4333 E. CHANDLER BLVD.,PHOENIX,85048,8840,MARICOPA,6022624636,BR,CC,15000,R_11,0,R_11,2408,R_11,52,R_11,2012,00,00,00,-111.990441,33.305132,04,013,55000,3868525,11,1167.119995,2000,0409,0,1,38060,0
AZ,AZ0035,014,BR-SAGE,DESERT SAGE LIBRARY,7602 W. ENCANTO BLVD.,PHOENIX,85035,2500,MARICOPA,6022624636,BR,CC,13400,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-112.222931,33.472905,04,013,55000,3868525,11,1125.089966,2009,0407,0,1,38060,0
AZ,AZ0035,015,BR-BROOM,DESERT BROOM LIBRARY,29710 N. CAVE CREEK RD.,PHOENIX,85331,2357,MARICOPA,6022624636,BR,CC,15000,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-111.991362,33.754685,04,013,55000,3868525,41,6124,2036,0406,0,1,38060,0
AZ,AZ0035,016,BR-CESAR,CESAR CHAVEZ LIBRARY,3635 W. BASELINE ROAD,PHOENIX,85339,7387,MARICOPA,6022624636,BR,CC,25000,R_11,0,R_11,2408,R_11,52,R_11,2012,00,00,00,-112.137408,33.377574,04,013,55000,3868525,41,1166.099976,2000,0407,0,1,38060,0
AZ,AZ0035,017,BR-AGAVE,AGAVE LIBRARY,23550 N. 36TH AVE.,PHOENIX,85310,4226,MARICOPA,6022624636,BR,CC,25000,R_11,0,R_11,2203,R_11,52,R_11,2012,00,00,00,-112.138785,33.700647,04,013,55000,3868525,11,6118,3017,0408,0,1,38060,0
AZ,AZ0036,002,CE-SCOTTCIVIC,CIVIC CENTER LIBRARY,3839 N. DRINKWATER BLVD.,SCOTTSDALE,85251,4452,MARICOPA,4803127323,CE,CC,103000,R_11,0,R_11,3428,R_11,52,R_11,2012,00,00,00,-111.921648,33.491853,04,013,65000,3868525,12,2172.01001,2030,0406,0,1,38060,0
AZ,AZ0036,003,BR-MUSTANG,MUSTANG LIBRARY,10101 N 90TH STREET,SCOTTSDALE,85258,4404,MARICOPA,4803127323,BR,CC,32250,R_11,0,R_11,3225,R_11,52,R_11,2012,00,00,00,-111.885941,33.577897,04,013,65000,3868525,12,2168.100098,1013,0406,0,1,38060,0
AZ,AZ0036,004,BR-PALOMINO,PALOMINO LIBRARY,12575 E VIA LINDA SUITE 102,SCOTTSDALE,85259,4310,MARICOPA,4803127323,BR,CC,18000,R_11,0,R_11,3476,R_11,52,R_11,2012,00,00,00,-111.809656,33.58962,04,013,65000,3868525,12,2168.47998,1008,0406,0,1,38060,0
AZ,AZ0036,005,BR-ARABIAN,ARABIAN LIBRARY,10215 E MCDOWELL MT RANCH RD,SCOTTSDALE,85255,8600,MARICOPA,4803127323,BR,CC,20000,R_11,0,R_11,3225,R_11,52,R_11,2012,00,00,00,-111.859582,33.627907,04,013,65000,3868525,12,2168.459961,3007,0406,0,1,38060,0
