STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT
GA,GA0017,017,GA0017,STONE MOUNTAIN-SUE KELLOGG BRANCH,952 LEON STREET,STONE MOUNTAIN,30083,3008,DEKALB,7704132020,BR,NC,9300,R_09,0,R_09,2010,00,00,00,-84.171052,33.80639,13,089,73816,747274,21,219.0599976,2002,04,0
GA,GA0017,018,GA0017,SCOTTDALE-TOBIE GRANT BRANCH,644 PARKDALE DRIVE,SCOTTDALE,30079,1411,DEKALB,4045087174,BR,NC,1100,R_09,0,R_09,2010,00,00,00,-84.256214,33.79462,13,089,69392,747274,21,221,1005,04,0
GA,GA0017,019,GA0017,WESLEY CHAPEL-WILLIAM C. BROWN BRANCH,2861 WESLEY CHAPEL ROAD,DECATUR,30034,2314,DEKALB,4042866980,BR,NC,21500,R_09,0,R_09,2010,00,00,00,-84.220625,33.70398,13,089,00000,747274,21,234.1199951,1023,04,0
GA,GA0017,023,GA0017,CLARKSTON BRANCH,951 N. INDIAN CREEK DR,CLARKSTON,30021,2221,DEKALB,4045087175,BR,NC,10000,R_09,0,R_09,2010,00,00,00,-84.23929,33.80504,13,089,16544,747274,21,220.0800018,2004,04,0
GA,GA0017,025,GA0017,FLAT SHOALS BRANCH,4022 FLAT SHOALS PKWY,DECATUR,30034,4103,DEKALB,4042444370,BR,NC,10000,R_09,0,R_09,2010,00,00,00,-84.259892,33.69221,13,089,00000,747274,21,234.0500031,1006,04,0
GA,GA0017,026,GA0017,NORTHLAKE-BARBARA LOAR BRANCH,3772 LAVISTA ROAD,TUCKER,30084,5637,DEKALB,4046794408,BR,NC,10000,R_09,0,R_09,2010,00,00,00,-84.261661,33.84086,13,089,00000,747274,21,217.0299988,1001,04,0
GA,GA0017,027,GA0017,REDAN-TROTTI BRANCH,1569 WELLBORN ROAD,LITHONIA,30074,5429,DEKALB,7704823821,BR,NC,21500,R_09,0,R_09,2010,00,00,00,-84.141938,33.74442,13,089,63952,747274,21,233.0700073,2003,04,0
GA,GA0017,029,GA0017,GRESHAM BRANCH,2418 GRESHAM RD,ATLANTA,30316,3710,DEKALB,4042444374,BR,NC,5000,R_09,0,R_09,2010,00,00,00,-84.310416,33.71813,13,089,00000,747274,21,237,4016,05,0
GA,GA0017,030,GA0017-030,PROCESSING,3560 KENSINGTON RD,DECATUR,30032,1328,DEKALB,4045087190,BR,NC,5000,R_09,0,R_09,2010,00,00,00,-84.244352,33.77146,13,089,00000,747274,21,231.0500031,3007,04,0
GA,GA0018,003,6452NORRIS,TESSIE W. NORRIS COCHRAN-BLECKLEY COUNTY PL,315 THIRD STREET SE,COCHRAN,31014,0542,BLECKLEY,4789342904,BR,NO,6925,R_09,0,R_09,2010,00,00,00,-83.354606,32.38837,13,023,17328,12855,32,9902,2072,08,0
GA,GA0018,004,6452WILCOX,WILCOX COUNTY PUBLIC LIBRARY,104 NORTH BROAD,ABBEVILLE,31001,0326,WILCOX,2294672075,BR,NO,5400,R_09,0,R_09,2010,00,00,00,-83.306892,31.9924,13,315,00184,8895,43,9901,1069,08,0
GA,GA0018,005,6452RODEN,M. E. RODEN MEMORIAL LIBRARY,400 COMMERCE STREET,HAWKINSVILLE,31036,1281,PULASKI,4788923155,BR,NO,5400,R_09,0,R_09,2010,00,00,00,-83.470764,32.28342,13,235,37396,9897,32,9502,3026,08,0
GA,GA0018,006,6452CENTRAL,MURRELL MEMORIAL-DODGE COUNTY PUBLIC LIBRARY,531 SECOND AVENUE,EASTMAN,31023,4369,DODGE,4043744711,CE,NO,14000,R_09,0,R_09,2010,00,00,00,-83.180417,32.19233,13,091,25552,19749,32,9603,3048,08,0
GA,GA0018,008,6452TELFAIR,TELFAIR COUNTY PUBLIC LIBRARY,815 W. COLLEGE STREET,MCRAE,31055,1713,TELFAIR,2298682978,BR,NO,7200,R_09,0,R_09,2010,00,00,00,-82.909336,32.0686,13,271,49084,12792,33,9501,3033,01,0
GA,GA0018,010,GA0018-010,WHEELER COUNTY LIBRARY,315 W. MAIN STREET,ALAMO,30411,0428,WHEELER,9125687321,BR,NO,8875,R_09,0,R_09,2010,00,00,00,-82.858146,32.1942,13,309,00000,7010,42,9512,1093,08,X
GA,GA0019,002,GA0019,CENTRAL LIBRARY,300 PINE AVENUE,ALBANY,31701,2533,DOUGHERTY,2294203200,CE,CC,40753,R_09,0,R_09,2010,00,00,00,-84.153896,31.57838,13,095,01052,95859,13,13,1013,02,0
GA,GA0019,003,GA0019,NORTHWEST BRANCH LIBRARY,2215 BARNESDALE WAY,ALBANY,31707,2403,DOUGHERTY,2294203270,BR,CC,10240,R_09,0,R_09,2010,00,00,00,-84.199966,31.60786,13,095,01052,95859,13,4,2013,02,0
GA,GA0019,004,GA0019,TALLULAH MASSEY BRANCH,2004 STRATFORD DRIVE,ALBANY,31705,2900,DOUGHERTY,2294203250,BR,CC,7153,R_09,0,R_09,2010,00,00,00,-84.101252,31.57086,13,095,01052,95859,13,1,4012,02,0
GA,GA0019,005,GA0019,WESTTOWN BRANCH LIBRARY,2124 WADDELL AVENUE,ALBANY,31707,5042,DOUGHERTY,2294203280,BR,CC,5000,R_09,0,R_09,2010,00,00,00,-84.200101,31.56573,13,095,01052,95859,13,11,4001,02,0
GA,GA0019,007,GA0019,SOUTHSIDE BRANCH LIBRARY,2114 HABERSHAM,ALBANY,31707,3403,DOUGHERTY,2294203260,BR,CC,6045,R_09,0,R_09,2010,00,00,00,-84.171498,31.55052,13,095,01052,95859,13,14.02000046,2014,02,0
GA,GA0020,002,GA0020,ELBERT COUNTY LIBRARY BOOKMOBILE,345 HEARD STREET,ELBERTON,30635,2436,ELBERT,7062835375,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-82.860259,34.107149,13,105,26616,20372,32,9904,4023,10,0
GA,GA0020,003,GA0020,ELBERT COUNTY PUBLIC LIBRARY,345 HEARD STREET,ELBERTON,30635,2436,ELBERT,7062835375,CE,NO,8330,R_09,0,R_09,2010,00,00,00,-82.860259,34.10714,13,105,26616,20372,32,9904,4023,10,0
GA,GA0020,004,GA0020,BOWMAN BRANCH,1 PRINCE AVENUE,BOWMAN,30624,0549,ELBERT,7062450705,BR,NO,900,R_09,0,R_09,2010,00,00,00,-83.031413,34.20433,13,105,09712,20372,42,9901,3041,10,0
GA,GA0021,002,6572CAVE SPRING,CAVE SPRING LIBRARY,10-B CEDARTOWN STREET,CAVE SPRING,30124,9634,FLOYD,7067773346,BR,NO,4439,R_09,0,R_09,2010,00,00,00,-85.323014,34.10778,13,115,14108,96250,42,20,1070,11,0
GA,GA0021,003,6572CEDARTOWN,CEDARTOWN LIBRARY,245 EAST AVENUE,CEDARTOWN,30125,3001,POLK,7707485644,BR,NO,10500,R_09,0,R_09,2010,00,00,00,-85.252484,34.01439,13,233,14500,42298,32,9902,4045,11,0
GA,GA0021,004,6572ROCKMART,ROCKMART LIBRARY,134 WEST ELM STREET,ROCKMART,30153,2992,POLK,7706843022,BR,NO,5881,R_09,0,R_09,2010,00,00,00,-85.051547,33.99776,13,233,66276,42298,32,9907,3029,11,0
GA,GA0021,006,6572CENTRAL,ROME-FLOYD COUNTY LIBRARY,205 RIVERSIDE PARKWAY NE,ROME,30161,2913,FLOYD,7062364630,CE,NO,75000,R_09,0,R_09,2010,00,00,00,-85.168313,34.25862,13,115,66668,96250,13,11,3001,11,0
GA,GA0022,002,GA0022,AFPL - CENTRAL LIBRARY,ONE MARGARET MITCHELL SQUARE,ATLANTA,30303,1089,FULTON,4047301700,CE,CC,265155,R_09,0,R_09,2010,00,00,00,-84.387928,33.75778,13,121,04000,1033756,11,27,1018,05,0
GA,GA0022,006,GA0022,BANKHEAD COURTS BRANCH LIBRARY,1415 MAYNARD ROAD,ATLANTA,30331,1109,FULTON,4046998959,BR,CC,1600,R_09,0,R_09,2010,00,00,00,-84.498776,33.79454,13,121,04000,1033756,11,86.01999664,1009,05,0
GA,GA0022,008,GA0022,BOWEN HOMES BRANCH LIBRARY,"2880 YATES DRIVE, N.W.",ATLANTA,30318,4444,FULTON,4047924950,BR,CC,1600,R_09,0,R_09,2010,00,00,00,-84.482029,33.78206,13,121,04000,1033756,11,86.01999664,1016,05,0
GA,GA0022,011,GA0022,THOMASVILLE HEIGHTS BRANCH LIBRARY,1700 THOMASVILLE DRIVE,ATLANTA,30315,6939,FULTON,4046240620,BR,CC,1600,R_09,0,R_09,2010,00,00,00,-84.354966,33.70364,13,121,04000,1033756,11,71,1003,05,0
GA,GA0022,012,GA0022,ADAMS PARK BRANCH LIBRARY,2231 CAMPBELLTON ROAD,ATLANTA,30311,4607,FULTON,4047528763,BR,CC,7500,R_09,0,R_09,2010,00,00,00,-84.461468,33.70509,13,121,04000,1033756,11,76.01999664,3004,05,0
GA,GA0022,013,GA0022,ADAMSVILLE-COLLIER HEIGHTS BRANCH LIBRARY,3424 M.L. KING JR. DRIVE,ATLANTA,30331,1714,FULTON,4046994206,BR,CC,10000,R_09,0,R_09,2010,00,00,00,-84.499854,33.75548,13,121,04000,1033756,11,78.08000183,1006,05,0
GA,GA0022,014,GA0022,ALPHARETTA/LOUIE E. JONES & GERTRUDE C. JONES MEMORIAL LIBRA,238 CANTON STREET,ALPHARETTA,30004,1339,FULTON,7707402725,BR,NC,10000,R_09,0,R_09,2010,00,00,00,-84.296997,34.08216,13,121,01696,1033756,21,116.0400009,4022,06,0
GA,GA0022,015,GA0022,BUCKHEAD BRANCH LIBRARY,269 BUCKHEAD AVENUE,ATLANTA,30305,2231,FULTON,4048143500,BR,CC,20000,R_09,0,R_09,2010,00,00,00,-84.378898,33.83819,13,121,04000,1033756,11,96,4009,05,0
GA,GA0022,016,GA0022,COLLEGE PARK BRANCH LIBRARY,3647 MAIN STREET,COLLEGE PARK,30337,3655,FULTON,4047624060,BR,NC,7500,R_09,0,R_09,2010,00,00,00,-84.448996,33.65604,13,121,17776,1033756,21,106.0100021,2001,05,0
GA,GA0022,017,GA0022,DOGWOOD HOMES BRANCH LIBRARY,"1838 DONALD LEE HOLLOWELL PARKWAY,",ATLANTA,30318,4807,FULTON,4047924961,BR,CC,6000,R_09,0,R_09,2010,00,00,00,-84.447094,33.77468,13,121,04000,1033756,11,85,2005,05,0
GA,GA0022,019,GA0022,EAST ATLANTA BRANCH LIBRARY,"457 FLAT SHOALS AVENUE, S.E.",ATLANTA,30316,1913,FULTON,4047305438,BR,CC,8000,R_09,0,R_09,2010,00,00,00,-84.346871,33.74148,13,089,04000,747274,11,209,1039,05,0
GA,GA0022,020,GA0022,GEORGIA-HILL  BRANCH LIBRARY,"250 GEORGIA AVENUE, S.E.",ATLANTA,30312,3000,FULTON,4047305427,BR,CC,4800,R_09,0,R_09,2010,00,00,00,-84.379753,33.73674,13,121,04000,1033756,11,49,4036,05,0
GA,GA0022,021,GA0022,HAPEVILLE  BRANCH LIBRARY,525 KING ARNOLD STREET,HAPEVILLE,30354,1695,FULTON,4047624065,BR,NC,5000,R_09,0,R_09,2010,00,00,00,-84.40635,33.65894,13,121,36472,1033756,21,108,4002,05,0
GA,GA0022,022,GA0022,FAIRBURN/HOPGOOD-PALMER BRANCH LIBRARY,60 VALLEY VIEW DRIVE,FAIRBURN,30213,1324,FULTON,7703063138,BR,NC,7100,R_09,0,R_09,2010,00,00,00,-84.585112,33.5672,13,121,28380,1033756,21,105.1399994,6071,13,0
GA,GA0022,023,GA0022,KIRKWOOD BRANCH LIBRARY,"11 KIRKWOOD ROAD, N.E.",ATLANTA,30317,1101,FULTON,4043776471,BR,CC,7500,R_09,0,R_09,2010,00,00,00,-84.321655,33.75157,13,089,04000,747274,11,207,1013,05,0
GA,GA0022,025,GA0022,NORTHSIDE BRANCH LIBRARY,3295 NORTHSIDE PARKWAY,ATLANTA,30327,2209,FULTON,4048143508,BR,CC,10000,R_09,0,R_09,2010,00,00,00,-84.426304,33.84517,13,121,04000,1033756,11,98,3005,05,0
GA,GA0022,026,GA0022,PEACHTREE BRANCH LIBRARY,"1315 PEACHTREE STREET, N.E.",ATLANTA,30309,7515,FULTON,4048857830,BR,CC,10000,R_09,0,R_09,2010,00,00,00,-84.38501,33.79047,13,121,04000,1033756,11,4,2011,05,0
GA,GA0022,027,GA0022,PONCE DE LEON BRANCH LIBRARY,980 PONCE DE LEON AVENUE,ATLANTA,30306,4214,FULTON,4048857820,BR,CC,10000,R_09,0,R_09,2010,00,00,00,-84.355292,33.77382,13,121,04000,1033756,11,15,5003,05,0
GA,GA0022,028,GA0022,ROSWELL BRANCH LIBRARY,115 NORCROSS STREET,ROSWELL,30075,3811,FULTON,7706403075,BR,NC,20000,R_09,0,R_09,2010,00,00,00,-84.358259,34.02539,13,121,67284,1033756,21,114.0500031,1009,06,0
GA,GA0022,029,GA0022,SANDY SPRINGS REGIONAL LIBRARY,395 MT. VERNON HIGHWAY,ATLANTA,30328,4119,FULTON,4043036130,BR,NC,25000,R_09,0,R_09,2010,00,00,00,-84.374336,33.92438,13,121,68516,1033756,13,101.0999985,1015,06,0
GA,GA0022,030,GA0022,SOUTHWEST REGIONAL LIBRARY,"3665 CASCADE ROAD, S.W.",ATLANTA,30331,2105,FULTON,4046996363,BR,CC,25000,R_09,0,R_09,2010,00,00,00,-84.508343,33.72352,13,121,00000,1033756,21,79,3029,05,0
GA,GA0022,031,GA0022,STEWART-LAKEWOOD BRANCH LIBRARY,2893 LAKEWOOD AVENUE,ATLANTA,30315,5803,FULTON,4047624054,BR,CC,9650,R_09,0,R_09,2010,00,00,00,-84.411947,33.69725,13,121,04000,1033756,11,75,1008,05,0
GA,GA0022,032,GA0022,WEST END BRANCH LIBRARY,"525 PEEPLES STREET, S.W.",ATLANTA,30310,1823,FULTON,4047528740,BR,CC,7500,R_09,0,R_09,2010,00,00,00,-84.420495,33.7405,13,121,04000,1033756,11,42,2011,05,0
GA,GA0022,033,GA0022,WASHINGTON PARK/ANNIE L. MCPHEETERS  BRANCH LIBRARY,1116 MLK DRIVE,ATLANTA,30314,2904,FULTON,4047528760,BR,CC,7500,R_09,0,R_09,2010,00,00,00,-84.424204,33.75424,13,121,04000,1033756,11,39,1002,05,0
GA,GA0022,038,GA0022,AUBURN AVENUE RESEARCH LIBRARY ON AFRICAN AMERICAN HISTORY &,"101 AUBURN AVENUE, N.E.",ATLANTA,30303,2503,FULTON,4047304001,BR,CC,50000,R_09,0,R_09,2010,00,00,00,-84.384127,33.75554,13,121,04000,1033756,11,28,1012,05,0
GA,GA0022,040,GA0022,EAST POINT BRANCH LIBRARY,2757 MAIN STREET,EAST POINT,30334,3211,FULTON,4047624842,BR,NC,10000,R_09,0,R_09,2010,00,00,00,-84.44014,33.68,13,121,25720,1033756,21,112.0199966,1011,05,0
GA,GA0022,042,GA0022,NORTHEAST-SPRUILL OAKS REGIONAL  LIBRARY,9560 SPRUILL ROAD,ALPHARETTA,30022,5550,FULTON,7703608820,BR,NC,25000,R_09,0,R_09,2010,00,00,00,-84.22258,34.0151,13,121,00000,1033756,21,114.1500015,1005,06,0
GA,GA0022,043,GA0022,SOUTH FULTON BRANCH LIBRARY,"4055 FLAT SHOALS, S.W.",UNION CITY,30291,1590,FULTON,7703063092,BR,NC,15000,R_09,0,R_09,2010,00,00,00,-84.51968,33.58713,13,121,00000,1033756,21,105.1100006,4006,13,0
GA,GA0022,045,GA0022-045,MECHANICSVILLE BRANCH LIBRARY,400 FORMWALT STREET,ATLANTA,30312,2598,FULTON,4047304779,BR,CC,8000,R_09,0,R_09,2010,00,00,00,-84.395376,33.74407,13,121,04000,1033756,11,46,1006,05,0
GA,GA0022,046,GA0022-046,"CLEVELAND AVENUE/ROY LYNDELL YANCY, SR. BRANCH LIBRARY",47 CLEVELAND AVENUE,ATLANTA,30315,8443,FULTON,4047624116,BR,CC,8400,R_09,0,R_09,2010,00,00,00,-84.38789,33.68105,13,121,04000,1033756,11,73,3000,05,4
GA,GA0022,047,GA0022-047,CARVER HOMES BRANCH LIBRARY,"215 LAKEWOOD WAY, SW",ATLANTA,30315,3702,FULTON,4046354012,BR,CC,4100,R_09,0,R_09,2010,00,00,00,-84.396206,33.70105,13,121,04000,1033756,11,67,5005,05,0
GA,GA0022,048,GA0022-048,"DR. MARTIN LUTHER KING,JR BRANCH LIBRARY",409 JOHN WESLEY DOBBS AVENUE,ATLANTA,30312,1342,FULTON,4047301185,BR,CC,3716,R_09,0,R_09,2010,00,00,00,-84.373856,33.75887,13,121,04000,1033756,11,29,1018,05,0
GA,GA0022,049,GA0022-049,DR. ROBERT E. FULTON REGIONAL LIBRARY AT OCEE,5090 ABBOTTS BRIDGE ROAD,ALPHARETTA,30005,3000,FULTON,7703608897,BR,CC,25000,R_09,0,R_09,2010,00,00,00,-84.209684,34.06322,13,121,00000,1033756,21,116.0800018,1013,06,0
GA,GA0022,050,GA0022-050,PERRY HOMES BRANCH LIBRARY,2121 HOLLYWOOD ROAD,ATLANTA,30318,1816,FULTON,4047924994,BR,CC,1900,R_09,0,R_09,2010,00,00,00,-84.469751,33.81265,13,121,04000,1033756,11,88,1019,05,0
GA,GA0023,002,6632BRANTLEY,BRANTLEY COUNTY LIBRARY,133 EAST CLEVELAND STREET,NAHUNTA,31553,1090,BRANTLEY,9124625454,BR,NO,8893,R_09,0,R_09,2010,00,00,00,-81.96983,31.2058,13,025,54124,15643,42,9802,3019,01,0
GA,GA0023,003,6632CAMDEN,CAMDEN COUNTY PUBLIC LIBRARY,1410 HIGHWAY 40 EAST,KINGSLAND,31548,9380,CAMDEN,9127293741,BR,NO,15000,R_09,0,R_09,2010,00,00,00,-81.645879,30.78658,13,039,43640,48277,41,104,1169,01,0
GA,GA0023,004,6632ST.MARYS,ST. MARYS PUBLIC LIBRARY,100 HERB BAUER DRIVE,ST. MARYS,31558,3300,CAMDEN,9128824800,BR,NO,7500,R_09,0,R_09,2010,00,00,00,-81.55238,30.73926,13,039,67984,48277,32,106,3073,01,0
GA,GA0023,005,5000,CHARLTON COUNTY PUBLIC LIBRARY,701 INDIAN TRAIL,FOLKSTON,31537,3027,CHARLTON,9124962041,BR,NO,5000,R_09,0,R_09,2010,00,00,00,-82.003689,30.84413,13,049,30424,10725,41,9901,3036,01,0
GA,GA0023,006,6632HILTON,IDA HILTON PUBLIC LIBRARY,1105 NORTHWAY,DARIEN,31305,1227,MCINTOSH,9124272124,BR,NO,6000,R_09,0,R_09,2010,00,00,00,-81.406239,31.40105,13,191,00000,11378,31,9903,3002,01,X
GA,GA0023,007,6632LONG,LONG COUNTY PUBLIC LIBRARY,28 SOUTH MAIN STREET,LUDOWICI,31316,0640,LONG,9125452521,BR,NO,4800,R_09,0,R_09,2010,00,00,00,-81.744748,31.7096,13,183,47784,12234,42,9802,2011,01,0
GA,GA0023,008,6632WAYNE,WAYNE COUNTY LIBRARY,759 SUNSET BOULEVARD,JESUP,31545,0415,WAYNE,9124272500,BR,NO,13000,R_09,0,R_09,2010,00,00,00,-81.90544,31.61036,13,305,42268,29407,32,9703,3028,01,0
GA,GA0023,010,6632CENTRAL,BRUNSWICK-GLYNN COUNTY LIBRARY,208 GLOUCESTER STREET,BRUNSWICK,31520,7007,GLYNN,9122671212,CE,NO,44000,R_09,0,R_09,2010,00,00,00,-81.496436,31.1487,13,127,11560,76820,13,9,6015,01,0
GA,GA0023,011,GA0023-011,THREE RIVERS REGIONAL LIBRARY BOOKMOBILE,208 GLOUCESTER ST,BRUNSWICK,31520,7007,GLYNN,9122671212,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-81.496436,31.14876,13,127,11560,76820,13,9,6015,01,0
GA,GA0023,012,GA0023-012,HOG HAMMOCK PUBLIC LIBRARY,ONE HILLERY LANE,SAPELO ISLAND,31327,M,MCINTOSH,9124852186,BR,NO,1278,R_09,0,R_09,2010,00,00,00,-81.259378,31.46629,13,191,00000,11378,42,9902,1020,01,X
GA,GA0023,013,GA0023-013,ST. SIMONS ISLAND PUBLIC LIBRARY,530A BEACHVIEW DRIVE,ST. SIMONS ISLAND,31522,4749,GLYNN,9126388234,BR,NO,4137,R_09,0,R_09,2010,00,00,00,-81.395288,31.13551,13,127,68040,76820,41,1,5053,01,0
GA,GA0024,002,6652CENTRAL,RODDENBERY MEMORIAL LIBRARY,320 NORTH BROAD STREET,CAIRO,39828,2109,GRADY,2293773632,CE,NO,19000,R_09,0,R_09,2010,00,00,00,-84.208126,30.87943,13,131,12400,25187,32,9504,4033,02,0
GA,GA0025,002,GA0025,DULUTH,3480 DULUTH PARK LANE,DULUTH,30096,3257,GWINNETT,7709822440,BR,NC,10499,R_09,0,R_09,2010,00,00,00,-84.15866,34.00139,13,135,24600,808167,21,502.0599976,2009,07,0
GA,GA0025,004,GA0025,LILBURN,788 HILLCREST RD. NW,LILBURN,30047,6827,GWINNETT,7709857640,BR,NC,10260,R_09,0,R_09,2010,00,00,00,-84.145572,33.9026,13,135,46356,808167,21,504.1099854,4006,04,0
GA,GA0025,005,GA0025,PEACHTREE CORNERS,5570 SPALDING DR,NORCROSS,30092,2501,GWINNETT,6789856100,BR,NC,14852,R_09,0,R_09,2010,00,00,00,-84.224993,33.97032,13,135,00000,808167,21,503.1000061,3002,07,0
GA,GA0025,006,GA0025,BUFORD-SUGAR HILL,2100 BUFORD HWY,BUFORD,30518,6035,GWINNETT,7709822430,BR,NC,10624,R_09,0,R_09,2010,00,00,00,-83.998751,34.11071,13,135,11784,808167,21,501.0499878,4076,07,0
GA,GA0025,007,GA0025,NORCROSS,6025 BUFORD HWY.,NORCROSS,30071,2408,GWINNETT,6789856080,BR,NC,10624,R_09,0,R_09,2010,00,00,00,-84.217542,33.93386,13,135,55776,808167,21,503.1099854,1034,04,0
GA,GA0025,008,GA0025,MOUNTAIN PARK,1210 POUNDS RD. SW,LILBURN,30047,6744,GWINNETT,6789856060,BR,NC,10260,R_09,0,R_09,2010,00,00,00,-84.121982,33.84681,13,135,53186,808167,21,504.2900085,4012,07,0
GA,GA0025,009,GA0025,SNELLVILLE (E H WILLIAMS),2740 LENORA CHURCH RD.,SNELLVILLE,30078,3226,GWINNETT,7709720988,BR,NC,10260,R_09,0,R_09,2010,00,00,00,-84.013799,33.84452,13,135,71604,808167,21,507.2099915,6011,07,0
GA,GA0025,012,GA0025,FIVE FORKS,2780 FIVE FORKS TRICKUM RD,LAWRENCEVILLE,30044,5865,GWINNETT,7709785600,BR,NC,20135,R_09,0,R_09,2010,00,00,00,-84.055823,33.89292,13,135,00000,808167,21,507.1300049,2008,07,0
GA,GA0025,013,GA0025,COLLINS HILL,455 CAMP PERRIN RD,LAWRENCEVILLE,30043,2408,GWINNETT,7708222040,BR,NC,20750,R_09,0,R_09,2010,00,00,00,-84.003698,34.0156,13,135,00000,808167,21,505.1300049,2013,07,0
GA,GA0025,014,GA0025-014,GWINNETT VIRTUALVILLE PUBLIC LIBRARY,1001 LAWRENCEVILLE HIGHWAY,LAWRENCEVILLE,30045,4707,GWINNETT,7702776011,BR,NO,100,R_09,0,R_09,2010,00,00,00,-84.014058,33.94117,13,135,00000,808167,21,505.2000122,1021,07,0
GA,GA0025,015,GA0025-015,GWINNETT COUNTY PUBLIC LIBRARY SYSTEM,1001 LAWRENCEVILLE HIGHWAY,LAWRENCEVILLE,30045,4707,GWINNETT,7708225361,CE,NC,28309,R_09,0,R_09,2010,00,00,00,-84.014058,33.94117,13,135,00000,808167,21,505.2000122,1021,07,0
GA,GA0025,016,GA0025-016,SUWANEE BRANCH LIBRARY,361 MAIN STREET,SUWANEE,30024,2233,GWINNETT,6789856040,BR,CC,20397,R_09,0,R_09,2010,00,00,00,-84.067246,34.0569,13,135,74936,808167,21,502.019989,2014,07,0
GA,GA0025,017,GA0025-017,CENTERVILLE BRANCH LIBRARY,3025 BETHANY CHURCH ROAD,SNELLVILLE,30039,6109,GWINNETT,7709784042,BR,CC,12040,R_09,0,R_09,2010,00,00,00,-84.049215,33.81742,13,135,00000,808167,21,507.1700134,2015,07,0
GA,GA0025,018,GA0025-018,DACULA BRANCH LIBRARY,265 DACULA ROAD,DACULA,30019,2131,GWINNETT,7708222860,BR,CC,19993,R_09,0,R_09,2010,00,00,00,-83.899343,33.99373,13,135,21184,808167,21,506.019989,3039,07,0
GA,GA0025,019,GA0025-019,GRAYSON,700 GRAYSON PARKWAY,GRAYSON,30017,1208,GWINNETT,7702777680,BR,NC,20055,R_09,0,R_09,2010,00,00,00,-83.963736,33.88982,13,135,34596,808167,21,507.0499878,1069,07,0
GA,GA0026,002,GA0026,CLARKESVILLE-HABERSHAM COUNTY LIBRARY,178 EAST GREEN STREET,CLARKESVILLE,30523,5742,HABERSHAM,7067544413,CE,NO,15000,R_09,0,R_09,2010,00,00,00,-83.524832,34.61519,13,137,16460,43613,42,9903,2018,10,0
GA,GA0026,003,6682TOCCOA,TOCCOA-STEPHENS COUNTY PUBLIC LIBRARY,121 WEST SAVANNAH STREET,TOCCOA,30577,1672,STEPHENS,7068866082,BR,NO,11000,R_09,0,R_09,2010,00,00,00,-83.330481,34.58083,13,257,76756,25700,32,9701,2048,10,0
GA,GA0026,004,GA0026,RABUN COUNTY PUBLIC LIBRARY,73 LIBRARY CIRCLE,CLAYTON,30525,M,RABUN,7067823731,BR,NO,11893,R_09,0,R_09,2010,00,00,00,-83.392731,34.87876,13,241,16656,16611,43,9702,1111,10,X
GA,GA0026,005,6682 WHITE,WHITE COUNTY PUBLIC LIBRARY-CLEVELAND BRANCH,10 COLONIAL DRIVE,CLEVELAND,30528,0657,WHITE,7068655572,BR,NO,6000,R_09,0,R_09,2010,00,00,07,-84.374386,34.99067,13,311,16824,25294,42,9502,4001,09,0
GA,GA0026,006,6682HELEN,WHITE COUNTY PUBLIC LIBRARY-HELEN BRANCH,90 PETE'S PARK ROAD,HELEN,30545,2804,WHITE,7068782438,BR,NO,4250,R_09,0,R_09,2010,00,00,00,-83.729485,34.70235,13,311,37788,25294,42,9501,2053,09,0
GA,GA0026,008,GA0026,CORNELIA-HABERSHAM COUNTY LIBRARY,301 NORTH MAIN STREET,CORNELIA,30531,2124,HABERSHAM,7067782635,BR,NO,7200,R_09,0,R_09,2010,00,00,00,-83.528226,34.513,13,137,19728,43613,32,9906.019531,3012,10,0
GA,GA0027,004,GA0027,LUMPKIN COUNTY LIBRARY,342 COURTHOUSE HILL,DAHLONEGA,30533,0507,LUMPKIN,7068643668,BR,NO,7800,R_09,0,R_09,2010,00,00,00,-83.980627,34.53554,13,187,21240,27528,32,9602.019531,4003,09,0
GA,GA0027,008,GA0027,DAWSON COUNTY LIBRARY,342 ALLEN STREET,DAWSONVILLE,30534,4313,DAWSON,7063443690,CE,NO,14146,R_09,0,R_09,2010,00,00,00,-84.108242,34.4192,13,085,00000,22555,42,9701,2099,09,0
GA,GA0028,002,GA0028,HART COUNTY LIBRARY,150 BENSON STREET,HARTWELL,30643,1992,HART,7063764655,CE,NO,19000,R_09,0,R_09,2010,00,00,00,-82.930753,34.35017,13,147,37144,24067,32,9604,3014,10,0
GA,GA0029,002,GA0029,PERRY PUBLIC LIBRARY,1201 WASHINGTON STREET,PERRY,31069,2555,HOUSTON,4789873050,CE,NC,14000,R_09,0,R_09,2010,00,00,00,-83.733161,32.46092,13,153,60340,135715,31,212,5005,08,0
